parent,child,hits,score,score
,,sum,mean,median
PACHYTA_LAMED_LITURATA,PLECOPTERA,1.0,11.41,11.41
PAGRUS_AURATUS,SPARIDAE,1.0,13.41,13.41
PANTOSTEUS,CASTOSTOMUS,1.0,13.99,13.99
PARAHUCHO,SALVELINUS,1.0,13.0,13.0
PARR,SALMO,1.0,9.64,9.64
PARR,SALMO_SALAR,10.0,10.94,10.94
PARR,SALMO_TRUTTA,1.0,7.14,7.14
PERCA,ABRAMIS_BRAMA,1.0,11.19,11.19
PERCA,LINNAEUS,7.0,11.38,11.38
PERCA,RUTILUS_RUTILUS,1.0,8.79,8.79
PERCA_FLAVESCENS,FISH,2.0,7.72,7.72
PERCA_FLAVESCENS,MINNOW,1.0,10.24,10.24
PERCA_FLUVIATILIS,GYMNOCEPHALUS_CERNUUS,1.0,13.0,13.0
PERCH,AMBIGUA,1.0,7.62,7.62
PERCH,APHREDODERUS_SAYANUS,1.0,7.63,7.63
PERCH,BIDYANUS_BIDYANUS,1.0,7.63,7.63
PERCH,GYMNOCEPHALUS_CERNUUS,1.0,7.62,7.62
PERCH,KUHLIA_RUPESTRIS,1.0,7.63,7.63
PERCH,LATES_NILOTICUS,6.0,10.17,10.17
PERCH,LEIOPOTHERAPON_UNICOLOR,1.0,7.62,7.62
PERCH,LINNAEUS,6.0,9.67,9.67
PERCH,MACQUARIA_AMBIGUA,7.0,10.38,10.38
PERCH,MACQUARIA_AUSTRALASICA,3.0,9.2,9.2
PERCH,MORONE_AMERICANA,4.0,9.61,9.61
PERCH,NANNOPERCA_OBSCURA,1.0,7.63,7.63
PERCH,NOTROPIS_SPP,2.0,8.62,8.62
PERCH,PERCA,3.0,9.2,9.2
PERCH,PERCAFLUVIUTILIS,1.0,7.63,7.63
PERCH,PERCAJUVIATILIS,1.0,7.63,7.63
PERCH,PERCA_FLAVESCENS,15.0,11.38,11.38
PERCH,PERCA_JKZVESCENS,1.0,7.63,7.63
PERCH,PERCA_JUVIATILIS,2.0,8.62,8.62
PERCH,PERCICHTHYIDAE,1.0,7.61,7.61
PERCH,PERCICHTHYS_TRUCHA,1.0,7.62,7.62
PERCH,PERCIDAE,1.0,7.59,7.59
PERCH,PERCINA_CAPRODES,1.0,7.63,7.63
PERCH,PERCOPSIS_OMISCOMAYCUS,1.0,7.63,7.63
PERCH,PLECTROPLITES_AMBIGUUS,2.0,8.62,8.62
PERCH,STIZOSTEDION_LUCIOPERCA,1.0,7.62,7.62
PERCH,VICTORIA,1.0,7.62,7.62
PERCIDAE,CYPRINIDAE,1.0,10.41,10.41
PERCIDAE,PERCA,1.0,11.99,11.99
PERCIDAE,PERCA_FLAVESCENS,3.0,11.58,11.58
PERCIDAE,PERCH,1.0,9.87,9.87
PERCIDAE,PERCINA_SPP,1.0,11.19,11.19
PERCIDAE,SALMONIDAE,2.0,11.3,11.3
PERCIDAE,SANDER_VITREUS,2.0,12.19,12.19
PERCIDAE,SILURIDAE,1.0,11.09,11.09
PERCIDAE,SPECIE,1.0,4.42,4.42
PERCIDAE,TELEOSTEI,1.0,10.82,10.82
PERCIFORMES,BELONTIIDAE,1.0,11.83,11.83
PERCIFORMES,CICHLA_SPP,1.0,11.67,11.67
PERCIFORMES,CICHLIDAE,1.0,11.54,11.54
PERCIFORMES,GOBIIDAE,1.0,11.41,11.41
PERCIFORMES,MASTACEMBELUS_ACULEATUS,1.0,11.67,11.67
PERCIFORMES,PERCICHTHYIDAE,2.0,12.41,12.41
PERCIFORMES,SPARIDAE,1.0,11.67,11.67
PERCINA_ANTESELLA,PERCINA_LENTICULA,1.0,13.99,13.99
PERCINA_CAPRODES,LEPOMIS_CYANELLUS,1.0,11.99,11.99
PERCINA_CAPRODES,PERCINA_SCIERA,1.0,13.0,13.0
PERCINA_PHOXOCEPHALA,PERCINA_SCIERA,1.0,13.41,13.41
PERCINA_SCIERA,PERCINA_SPP,1.0,13.41,13.41
PESQUISA_DA,AMAZONIA,3.0,13.99,13.99
PETROMYZON,LINNAEUS,1.0,8.71,8.71
PETROMYZONTIDAE,SILURIDAE,1.0,13.0,13.0
PETROMYZON_MARINUS,LINNAEUS,3.0,10.26,10.26
PHALARIS_ARUNDINACEA,LINNAEUS,1.0,8.71,8.71
PHILOPOTAMIDAE,SERICOSTOMATIDAE,1.0,13.99,13.99
PHOXINUS_OXYCEPHALUS,HEMIBARBUS_LABEO,1.0,13.99,13.99
PHOXINUS_PHOXINUS,CYPRINIDAE,1.0,11.19,11.19
PHOXINUS_PHOXINUS,LEUCISCUS_CEPHALUS,1.0,12.68,12.68
PHYSA,GYRAULUS,2.0,13.99,13.99
PIARACTUS_MESOPOTAMICUS,SCHIZODON_NASUTUS,1.0,12.68,12.68
PIMELODELLA_GRACILIS,PIMELODUS_BLOCHII,1.0,13.99,13.99
PIMELODELLA_KRONEI,COTTUS_BAIRDI,1.0,13.41,13.41
PIMELODUS_MACULATES,SCHIZODON_NASUTUS,1.0,12.68,12.68
PIMELODUS_MACULATUS,SCHIZODON_NASUTUS,1.0,12.68,12.68
PIMEPHALES,MINYTREMA,1.0,13.99,13.99
PIMEPHALES_NOTATUS,CYPRINUS_CARPIO,1.0,13.99,13.99
PIMEPHALES_PROMELAS,LARVA,1.0,6.3,6.3
PIMEPHALES_PROMELAS,OSTEICHTHYES,1.0,13.0,13.0
PIMEPHALES_PROMELAS,PIMEPHALES_NOTATUS,1.0,11.99,11.99
PLANKTIVOROUS,FISH,3.0,8.3,8.3
PLANKTIVOROUS,MALE,1.0,10.0,10.0
PLANKTIVOROUS,PERCH,1.0,9.06,9.06
PLATYHELMINTHES,MONOGENEA,1.0,13.99,13.99
PLECOPTERA,HEMIPTERA,2.0,11.61,11.61
PLECOPTERA,NYMPH,1.0,10.3,10.3
PLECOPTERA,PLECOPTERA,1.0,10.75,10.75
PLECOPTERA,TRICHOPTERA,4.0,12.19,12.19
PLEURONECTIFORMES,GOBIESOCIFORMES,1.0,13.99,13.99
POECILIA_LATIPINNU,LEPOMIS_MARGINATUS,1.0,13.41,13.41
POECILIA_MEXICANA,POECILIIDAE,3.0,13.58,13.58
POECILIA_RETICULATA,POECILIIDAE,1.0,12.41,12.41
POECILIDAE,GAMBUSIA_HOLBROOKI,1.0,12.41,12.41
POECILIIDAE,PERCIDAE,1.0,11.83,11.83
POECILIIDAE,SALMONIDAE,1.0,10.91,10.91
POECILIIDAE,TELEOSTEI,1.0,11.83,11.83
POLYARTHRA,BRACHIONUS,1.0,13.99,13.99
POLYODONTIDAE,UMBRIDAE,1.0,12.19,12.19
POPULUS,PLATANUS,1.0,13.99,13.99
POTAMOGETON_ILLINOENSIS,PANICUM_HEMITOMON,1.0,13.99,13.99
POTAMOGETON_NATANS,CAREX_RIPARIA,1.0,13.99,13.99
PREDATOR,ALCEDO_ATTHIS,1.0,9.91,9.91
PREDATOR,AMBLOPLITES_RUPESTRIS,1.0,9.95,9.95
PREDATOR,ARDEA_CINEREA,1.0,9.95,9.95
PREDATOR,ARDEA_HERODIAS,1.0,9.95,9.95
PREDATOR,CERYLE_ALCYON,1.0,9.95,9.95
PREDATOR,CRENICICHLA,1.0,11.09,11.09
PREDATOR,DIPOREIA,1.0,9.87,9.87
PREDATOR,ESOX_LUCIUS,2.0,9.285,9.285
PREDATOR,GADUS_MORHUA,1.0,9.04,9.04
PREDATOR,LOTA_LOTA,1.0,9.83,9.83
PREDATOR,LUTJANUS_GRISEUS,1.0,9.06,9.06
PREDATOR,MICROPTERUS_DOLOMIEU,1.0,9.95,9.95
PREDATOR,MICROPTERUS_SALMOIDES,1.0,9.64,9.64
PREDATOR,MUSTELA_VISON,2.0,10.91,10.91
PREDATOR,PELECANUS_ERYTHROHYNCHOS,1.0,9.95,9.95
PREDATOR,PERCA_FLAVESCENS,1.0,9.95,9.95
PREDATOR,SALMO_TRUTTA,1.0,9.53,9.53
PREDATOR,SILURUS_GLANIS,1.0,9.0,9.0
PREY,AMPHIPODA,1.0,8.75,8.75
PREY,ARDEA,1.0,8.75,8.75
PREY,BOSMINA_SPP,1.0,11.09,11.09
PREY,CHAOBORUS,1.0,6.01,6.01
PREY,CICHLIDAE,1.0,8.76,8.76
PREY,CICONIA_CICONIA,1.0,8.75,8.75
PREY,CLADOCERA,1.0,8.76,8.76
PREY,CLETHRIONOMYS_RUTILUS,1.0,8.71,8.71
PREY,CORIXIDAE,1.0,11.19,11.19
PREY,DIPOREIA,1.0,8.73,8.73
PREY,DIPTERA,1.0,6.0,6.0
PREY,ENTOSPHENUS_TRIDENTATUS,1.0,6.03,6.03
PREY,FUNDULUS_SPP,1.0,8.76,8.76
PREY,GERRIS,1.0,6.03,6.03
PREY,HALIPLUS,1.0,8.76,8.76
PREY,LAMPETRA_PLANERI,1.0,11.3,11.3
PREY,LAMPETRA_REISSNERI,1.0,6.03,6.03
PREY,LIMNOPHILUS,1.0,8.76,8.76
PREY,MICROPTERUS_SALMOIDES,1.0,8.62,8.62
PREY,MICROTUS_OECONOMUS,1.0,8.71,8.71
PREY,MILVUS_NIGRANS,1.0,8.75,8.75
PREY,ODONATA,1.0,8.75,8.75
PREY,PEROMYSCUS_MANICULATUS,1.0,8.71,8.71
PREY,PETROMYZON_MARINUS,1.0,6.03,6.03
PREY,SALMO,1.0,8.69,8.69
PREY,SALMO_TRUTTA,1.0,11.09,11.09
PREY,SOREX,1.0,8.75,8.75
PREY,TRICHOPTERA,2.0,9.95,9.95
PREY,VULPES_VULPES,1.0,8.76,8.76
PROTERORHINUS_SEMILUNARIS,NEOGOBIUS_MELANOSTOMUS,1.0,12.68,12.68
PSEUDOCHONDROSTOMA_POLYLEPIS,AUSTRALOHEROS_FACETUM,1.0,13.99,13.99
PSEUDOCLOEON,BAETIS,1.0,13.99,13.99
PSEUDOPLASTYSTOMA,ZUNGARO,1.0,13.99,13.99
PSEUDOPLATYSTOMA_CORRUSCANS,SALMINUS_BRASILIENSIS,1.0,13.99,13.99
PSEUDORASBORA_PARVA,SANDER_LUCIOPERCA,2.0,13.99,13.99
PSEUDOTROPHEUS,MAYLANDIA,1.0,13.99,13.99
PSOCOPTERA,ARANEIDA,1.0,13.0,13.0
PTYCHOCHEILUS,LUCIUS,1.0,10.3,10.3
QUERCUS,POPULUS,1.0,13.99,13.99
RADIX_OVATA,MYTILUS_TROSSULUS,1.0,13.99,13.99
RAJIDAE,SPECIE,1.0,4.43,4.43
RANA_TEMPORARIA,LINNAEUS,1.0,8.71,8.71
RANUNCULUS,ZANNICHELLIA,1.0,13.99,13.99
RESOURCE,CHAOBORUS,1.0,10.6,10.6
RESOURCE,SALVELINUS_ALPINUS,1.0,10.41,10.41
RESOURCE,SILURUS_GLANIS,1.0,10.6,10.6
RHAGIONIDAE,HEMIPTERA,1.0,11.19,11.19
RHINICHTHYS_ATRATULUS,RHINICHTHYS_CATARACTAE,1.0,13.41,13.41
RHINOGOBIUS,SPECIE,17.0,8.5,8.5
RHINOGOBIUS,SPECIES,5.0,9.58,9.58
RHINOGOBIUS_BRUNNEUS,SPECIES,1.0,7.41,7.41
RHODEUS_AMARUS,ABRAMIS_BRAMA,1.0,12.19,12.19
RHODEUS_AMARUS,ALBURNUS_ALBURNUS,1.0,12.19,12.19
RHODEUS_SERICEUS,CYPRINIDAE,2.0,12.09,12.09
RHODEUS_SERICEUS,SQUALIUS_CEPHALUS,1.0,13.0,13.0
RIVER,SALIX_SPP,1.0,10.82,10.82
ROACH,PERCA,1.0,11.99,11.99
ROACH,RUTILIS_RUTILUS,2.0,9.75,9.75
ROACH,RUTILUS_RURILUS,1.0,8.76,8.76
ROACH,RUTILUS_RUTILUS,58.0,13.74,13.74
ROACH,TINCA_TINCA,1.0,8.65,8.65
ROTIFERA,CLADOCERA,1.0,11.83,11.83
ROTIFERA,PROTOZOA,1.0,13.0,13.0
ROTIFERA,ZOOPLANKTON,1.0,11.19,11.19
RUTILUS_RUTILUS,ABRAMIS_BRAMA,1.0,11.19,11.19
RUTILUS_RUTILUS,ALBURNUS_ALBURNUS,1.0,11.19,11.19
RUTILUS_RUTILUS,BLICCA_BJOERKNA,1.0,11.41,11.41
RUTILUS_RUTILUS,ESOX_LUCIUS,1.0,11.09,11.09
RUTILUS_RUTILUS,GOBIO_SPP,1.0,11.19,11.19
RUTILUS_RUTILUS,PERCA,1.0,11.99,11.99
RUTILUS_RUTILUS,PERCA_FLUVIATILIS,1.0,10.35,10.35
RUTILUS_RUTILUS,PERCH,1.0,9.87,9.87
RUTILUS_RUTILUS,PROTERORHINUS_SEMILUNARIS,1.0,11.54,11.54
RUTILUS_RUTILUS,RHODEUS_SERICEUS,1.0,11.41,11.41
RUTILUS_RUTILUS,TINCA_TINCA,1.0,11.0,11.0
SALIX,ALNUS,1.0,13.99,13.99
SALMINUS_BRASILIENSIS,BRYCON_ORBIGNYANUS,1.0,13.99,13.99
SALMINUS_HILARII,SCHIZODON_NASUTUS,1.0,12.68,12.68
SALMO,LINNAEUS,4.0,10.44,10.44
SALMO,ONCORHYNCHUS,5.0,12.73,12.73
SALMO,PARR,3.0,8.05,8.05
SALMO,SALMON,1.0,8.18,8.18
SALMO,SALVELINUS,1.0,10.68,10.68
SALMO,SPECIE,2.0,5.42,5.42
SALMO,THYMALLUS_THYMALLUS,1.0,10.68,10.68
SALMON,MORONE_SAXATILIS,1.0,11.09,11.09
SALMON,NICIEZA,1.0,13.0,13.0
SALMON,ONCORHYNCHUS_GORBSCHA,1.0,5.98,5.98
SALMON,ONCORHYNCHUS_GORBUSCHA,1.0,5.98,5.98
SALMON,ONCORHYNCHUS_KETA,4.0,7.97,7.97
SALMON,ONCORHYNCHUS_KISUTCH,15.0,10.469999999999999,10.469999999999999
SALMON,ONCORHYNCHUS_KISUTSCH,1.0,5.98,5.98
SALMON,ONCORHYNCHUS_MASOU,14.0,9.75,9.75
SALMON,ONCORHYNCHUS_MYKISS,1.0,11.09,11.09
SALMON,ONCORHYNCHUS_NERKA,17.0,10.02,10.02
SALMON,ONCORHYNCHUS_SPP,6.0,8.55,8.55
SALMON,ONCORHYNCHUS_TSHAWYTSCHA,15.0,10.469999999999999,10.469999999999999
SALMON,ONCORHYNCUS_KISUTCH,1.0,5.98,5.98
SALMON,ONCORLIYNCHUS_NERKA,1.0,5.98,5.98
SALMON,SALMO,7.0,8.76,8.76
SALMON,SALMO_SALAR,126.0,11.68,11.68
SALMON,SALMO_SALAR_PARR,4.0,7.97,7.97
SALMONIDAE,CENTRARCHIDAE,1.0,10.35,10.35
SALMONIDAE,EEL,1.0,9.06,9.06
SALMONIDAE,MALE,1.0,9.41,9.41
SALMONIDAE,SALMONIDAE,3.0,11.45,11.45
SALMONIDAE,SALVELINUS,1.0,10.41,10.41
SALMONIDAE,SILURIDAE,1.0,10.41,10.41
SALMONIDAE,SPECIE,5.0,6.74,6.74
SALMONIDAE,SPECIES,1.0,7.27,7.27
SALMONIDAE,THYMALLUS,4.0,12.35,12.35
SALMONIDAE,UMBRIDAE,3.0,11.83,11.83
SALMO_SALAR,LINNAEUS,2.0,9.61,9.61
SALMO_SALAR,PARR,2.0,7.5,7.5
SALMO_SALAR,SALMON,1.0,8.31,8.31
SALMO_SALAR,SALMO_TRUTTA,1.0,7.29,7.29
SALMO_SALAR,TROUT,1.0,8.09,8.09
SALMO_TRUTTA,BARBUS_HAASI,1.0,11.0,11.0
SALMO_TRUTTA,LINNAEUS,9.0,11.64,11.64
SALMO_TRUTTA,ONCORHYNCHUS_MYKISS,1.0,9.38,9.38
SALMO_TRUTTA,PARR,2.0,7.48,7.48
SALMO_TRUTTA,THYMALLUS_THYMALLUS,1.0,10.82,10.82
SALMO_TRUTTA,TROUT,2.0,9.545,9.545
SALMO_TRUTTA_FARIO,LINNAEUS,1.0,8.68,8.68
SALMO_TRUTTA_FARIO,SALMO_TRUTTA_TRUTTA,1.0,13.0,13.0
SALMO_TRUTTA_FARIO,SALVELINUS_FONTINALIS,1.0,9.53,9.53
SALMO_TRUTTA_TRUTTA,LINNAEUS,1.0,8.69,8.69
SALMO_TRUTTA_TRUTTA,SALVELINUS_FONTINALIS,1.0,9.57,9.57
SALVELINUS,LINNEAUS,2.0,12.19,12.19
SALVELINUS,PARR,1.0,6.5,6.5
SALVELINUS,SALMO,1.0,10.75,10.75
SALVELINUS,SPECIE,4.0,6.42,6.42
SALVELINUS_ALPINUS,SALMON,1.0,8.4,8.4
SALVELINUS_CONFLUENTUS,CARPIODES_CYPRINUS,1.0,12.68,12.68
SALVELINUS_FONTINALIS,SALMO_TRUTTA,2.0,8.33,8.33
SANDER_VITREUS,SANDER_CANADENSIS,1.0,13.99,13.99
SARCOCHEILICHTHYS_PARVUS,ABBOTTINA_TAFANGENSIS,1.0,13.99,13.99
SAROTHERODON,OREOCHROMIS,1.0,13.99,13.99
SAUROGOBIO_DABRYI,ERYTHROCULTER_ILISHAEFORMIS,1.0,13.0,13.0
SCARDINIUS_ERYTHROPHTHALMUS,CARASSIUS_AURATUS,1.0,12.68,12.68
SCELOPORUS_UNDULATUS,ROSENBLUM,1.0,13.99,13.99
SCHILBE_MULTITAENIATUS,LABEO_BATESII,1.0,13.99,13.99
SCIAENIDAE,APLODINOTUS_GRUNNIENS,1.0,13.0,13.0
SCIENTIARUM,ACADEMIAE_SCIENTIARUM_BOHEMOSLOVACAE,1.0,13.41,13.41
SCORPAENIDAE,SEBASTES,2.0,13.99,13.99
SEMOTILUS,SPECIE,1.0,4.43,4.43
SERRANIDAE,SINIPERCA_CHUATSI,1.0,13.41,13.41
SERRA_DA,MANTIQUEIRA,1.0,13.99,13.99
SICYDIINAE,2011A,1.0,11.83,11.83
SICYDIINAE,2011B,1.0,11.83,11.83
SICYDIINAE,ET,1.0,11.83,11.83
SICYDIINAE,GENUS,1.0,11.67,11.67
SICYDIINAE,KEITH,2.0,12.41,12.41
SICYDIINAE,LARVA,7.0,9.01,9.01
SICYDIINAE,LORD,1.0,11.83,11.83
SICYDIINAE,SICYOPTERUS,1.0,12.41,12.41
SICYDIINAE,SICYOPTERUS_LAGOCEPHALUS,1.0,9.79,9.79
SICYDIINAE,SICYOPUS,1.0,13.0,13.0
SICYDIINAE,SMILOSICYOPUS,1.0,13.0,13.0
SICYDIINAE,SPECIE,24.0,9.67,9.67
SICYDIINAE,SPECIES,2.0,8.19,8.19
SICYDIUM,LARVA,1.0,6.3,6.3
SICYDIUM,PERUGIA,1.0,12.68,12.68
SICYDIUM_PUNCTATUM,LARVA,1.0,6.3,6.3
SICYDIUM_PUNCTATUM,PERUGIA,2.0,13.41,13.41
SICYOPTERUS,SPECIE,22.0,8.87,8.87
SICYOPTERUS_EXTRANEUS,GOBIIDAE,1.0,12.68,12.68
SICYOPTERUS_LAGOCEPHALUS,LARVA,3.0,7.89,7.89
SICYOPUS_ZOSTEROPHORUM,SMILOSICYOPUS_CHLOE,2.0,13.67,13.67
SIDA_CRYSTALLINA,CERIODAPHNIA,1.0,13.99,13.99
SILURIFORMES,AGENEIOSUS,1.0,13.99,13.99
SILURIFORMES,AUCHENIPTERIDAE,1.0,11.67,11.67
SILURIFORMES,HEPTAPTERINAE,1.0,11.67,11.67
SILURIFORMES,HYPOSTOMUS_SPP,1.0,11.41,11.41
SILURIFORMES,LORICARIIDAE,2.0,12.29,12.29
SILURIFORMES,PIMELODIDAE,1.0,11.54,11.54
SILURIFORMES,TRICHOMYCTERIDAE,3.0,12.88,12.88
SILURUS,LINNAEUS,1.0,8.71,8.71
SILURUS_ASOTUS,COBITIS_SINENSIS,1.0,13.99,13.99
SIMULIIDAE,DIPTERA,1.0,11.09,11.09
SIMULIIDAE,EPHEMEROPTERA,1.0,11.41,11.41
SIMULIIDAE,LARVA,2.0,7.3,7.3
SOREX,CLETHRIONOMYS_RUTILUS,1.0,12.19,12.19
SOREX,MICROTUS_OECONOMUS,1.0,12.19,12.19
SOREX,PEROMYSCUS_MANICULATUS,1.0,12.19,12.19
SPARIDAE,MUGILIDAE,1.0,13.99,13.99
SPECIE,ABRAMIS,1.0,6.81,6.81
SPECIE,ACER_RUBRUM,1.0,6.81,6.81
SPECIE,ACIPENSER,1.0,6.81,6.81
SPECIE,ACIPENSER_GUELDENSTAEDTII,1.0,6.81,6.81
SPECIE,ACIPENSER_RUTHENUS,1.0,6.8,6.8
SPECIE,ALBURNUS_ALBURNUS,1.0,6.81,6.81
SPECIE,ALOSA_ALOSA,1.0,9.5,9.5
SPECIE,AMBLYOPSIS_ROSAE,1.0,6.81,6.81
SPECIE,AMEIURUS,1.0,6.8,6.8
SPECIE,AMEIURUS_CATUS,2.0,9.97,9.97
SPECIE,ANGUILLA_ANGUILLA,7.0,8.435,8.435
SPECIE,ANGUILLA_DIEFFENBACHII,1.0,9.5,9.5
SPECIE,ANGUILLA_JAPONICA,1.0,6.81,6.81
SPECIE,AWAOS_GUAMENSIS,1.0,6.8,6.8
SPECIE,BAGRUS_DOCMAK,1.0,6.81,6.81
SPECIE,BARBUS,1.0,6.81,6.81
SPECIE,BARBUS_SPP,1.0,6.81,6.81
SPECIE,BOSMINA,1.0,6.8,6.8
SPECIE,BYTHOTREPHES,1.0,6.8,6.8
SPECIE,CALLES,1.0,6.81,6.81
SPECIE,CARASSIUS_CARASSIUS,3.0,8.405,8.405
SPECIE,CARPIODES_CYPRINUS,2.0,7.79,7.79
SPECIE,CATOSTOMUS_MACROCHEILUS,1.0,6.81,6.81
SPECIE,CERCOPAGIS,1.0,6.81,6.81
SPECIE,CHONDROSTOMA_WILLKOMMI,1.0,6.81,6.81
SPECIE,CICHLA_SPP,1.0,6.81,6.81
SPECIE,CLETHRIONOMYS_RUTILUS,1.0,6.79,6.79
SPECIE,COBITIS_TAENIA,1.0,6.81,6.81
SPECIE,COLOSSOMA_MACROPOMUM,1.0,6.81,6.81
SPECIE,COREGONUS,1.0,6.79,6.79
SPECIE,COREGONUS_ALBULA,2.0,8.155,8.155
SPECIE,COREGONUS_LAVARETUS,2.0,8.155,8.155
SPECIE,COTTIDAE,1.0,6.8,6.8
SPECIE,COTTUS,2.0,7.81,7.81
SPECIE,COTTUS_HANGIONGENSIS,1.0,6.8,6.8
SPECIE,COTTUS_POLLUX,1.0,6.8,6.8
SPECIE,CYPRINELLA,2.0,8.86,8.86
SPECIE,CYPRINELLA_GALACTURA,1.0,6.81,6.81
SPECIE,CYPRINIDAE,1.0,6.79,6.79
SPECIE,CYPRINUS,1.0,6.8,6.8
SPECIE,CYPRINUS_CARPIO,1.0,6.8,6.8
SPECIE,EPHEMEROPTERA,1.0,6.8,6.8
SPECIE,ESOX_LUCIUS,2.0,7.76,7.76
SPECIE,ETHEOSTOMA_NIGRUM,1.0,9.0,9.0
SPECIE,EUDIAPTOMUS_GRACILOIDES,1.0,6.8,6.8
SPECIE,GAMBUSIA_HOLBROOKI,2.0,8.145,8.145
SPECIE,GOBIO_GOBIO,3.0,8.38,8.38
SPECIE,GYMNOCEPHALUS_CERNUUS,1.0,6.81,6.81
SPECIE,GYMNOGOBIUS_ISAZA,1.0,6.81,6.81
SPECIE,GYMNOTHORAX_POLYURANODON,1.0,9.0,9.0
SPECIE,HETEROTIS,1.0,9.5,9.5
SPECIE,HUSO_HUSO,1.0,6.81,6.81
SPECIE,HYPSELEOTRIS_SPP,2.0,7.8,7.8
SPECIE,ICTALURUS_PUNCTATUS,2.0,7.865,7.865
SPECIE,IUTARIA,1.0,6.8,6.8
SPECIE,LAGAROSIPHON,1.0,9.0,9.0
SPECIE,LATES_NILOTICUS,2.0,7.8,7.8
SPECIE,LEPOMIS,1.0,6.79,6.79
SPECIE,LEPOMIS_AURITUS,1.0,6.81,6.81
SPECIE,LEPOMIS_MACROCHIRUS,2.0,7.8,7.8
SPECIE,LEPTODORA_KINDTI,1.0,9.0,9.0
SPECIE,LINNAEUS,1.0,6.8,6.8
SPECIE,LOTA_LOTA,3.0,8.645,8.645
SPECIE,LUXILUS_COCCOGENIS,1.0,6.81,6.81
SPECIE,MAMIRAUA,1.0,6.8,6.8
SPECIE,MICROPTERUS,2.0,7.81,7.81
SPECIE,MICROPTERUS_SALMOIDES,2.0,7.77,7.77
SPECIE,MICROTUS_OECONOMUS,1.0,6.79,6.79
SPECIE,MIRZA,1.0,6.81,6.81
SPECIE,MYSIS_DILUVIANA,1.0,6.81,6.81
SPECIE,ONCORHYNCHUS,3.0,8.38,8.38
SPECIE,ONCORHYNCHUS_CLARKII,1.0,6.81,6.81
SPECIE,ONCORHYNCHUS_NERKA,1.0,6.8,6.8
SPECIE,ONCORHYNCHUS_SPP,1.0,6.81,6.81
SPECIE,OREOCHROMIS_ESCULENTUS,1.0,6.81,6.81
SPECIE,OREOCHROMIS_MOSSAMBICUS,1.0,6.81,6.81
SPECIE,OREOCHROMIS_NILOTICUS,2.0,7.81,7.81
SPECIE,OREOCHROMIS_VARIABILIS,1.0,6.81,6.81
SPECIE,OSMERUS_EPERLANUS,1.0,6.8,6.8
SPECIE,PERCA,1.0,6.78,6.78
SPECIE,PERCINA_CAPRODES,1.0,6.8,6.8
SPECIE,PEROMYSCUS_MANICULATUS,1.0,6.79,6.79
SPECIE,PHILYPNODON,1.0,6.81,6.81
SPECIE,PIMELODIDAE,1.0,6.79,6.79
SPECIE,PIMEPHALES_VIGILAX,1.0,10.91,10.91
SPECIE,PLECOGLOSSUS_ALTIVELIS,1.0,6.8,6.8
SPECIE,POMOXIS_SPP,1.0,6.81,6.81
SPECIE,PROTOTROCTES,1.0,6.81,6.81
SPECIE,PTYCHOCHEILUS,2.0,7.81,7.81
SPECIE,PYGOCENTRUS_NATTERERI,1.0,9.0,9.0
SPECIE,PYLODICTIS_OLIVARIS,1.0,6.8,6.8
SPECIE,RHINICHTHYS,1.0,6.81,6.81
SPECIE,RHINICHTHYS_CATARACTAE,1.0,9.5,9.5
SPECIE,RHINOGBIUS,1.0,6.81,6.81
SPECIE,RHINOGOBIUS,1.0,6.81,6.81
SPECIE,RICHARDSONIUS_BALTEATUS,2.0,7.81,7.81
SPECIE,RUTILUS,1.0,6.79,6.79
SPECIE,RUTILUS_RUTILUS,4.0,8.76,8.76
SPECIE,SALMO,2.0,7.79,7.79
SPECIE,SALMO_GAIRDNERI,1.0,8.81,8.81
SPECIE,SALMO_SALAR,4.0,8.78,8.78
SPECIE,SALMO_TRUTTA,5.0,9.07,9.07
SPECIE,SALVELINUS,4.0,8.79,8.79
SPECIE,SALVELINUS_ALPINUS,2.0,7.79,7.79
SPECIE,SALVELINUS_CONFLUENTUS,2.0,7.79,7.79
SPECIE,SALVELINUS_FONTINALIS,1.0,6.8,6.8
SPECIE,SALVELINUS_NAMAYCUSH,1.0,6.81,6.81
SPECIE,SANDER_LUCIOPERCA,1.0,6.8,6.8
SPECIE,SANDER_VITREUS,1.0,6.79,6.79
SPECIE,SCARDINIUS_ERYTHROPHTALMUS,1.0,6.81,6.81
SPECIE,SCHILBE_INTERMEDIUS,1.0,6.81,6.81
SPECIE,SEBASTES_MELANOPS,1.0,6.81,6.81
SPECIE,SICYDIINAE,1.0,6.81,6.81
SPECIE,SICYDIUM_PUNCTATUM,1.0,9.5,9.5
SPECIE,SMILOSICYOPUS_CHLOE,1.0,8.96,8.96
SPECIE,SPOTILA,1.0,6.81,6.81
SPECIE,STIZOSTEDION_LUCIOPERCA,1.0,6.81,6.81
SPECIE,THYMALLUS_THYMALLUS,1.0,6.81,6.81
SPECIE,TINCA_TINCA,3.0,8.38,8.38
SPECIE,TRICHOPTERA,1.0,6.79,6.79
SPECIE,TRICHOPTERA_SPP,1.0,6.8,6.8
SPECIES,ABRAMIS_BRAMA,1.0,10.54,10.54
SPECIES,ANGUILLA_ANGUILLA,3.0,9.445,9.445
SPECIES,ANGUILLA_JAPONICA,1.0,9.06,9.06
SPECIES,APHANIUS_BAETICUS,1.0,9.83,9.83
