source,target,score.1,Hits,Score,data_source_x,TAXRANK_target,TAXRANK_source,data_source_y,relations,compare
SCLEROPAGES,JARDINII,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SCOMBER,SCOMBRUS,13.47,8.0,13.47,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SCOMBEROMORUS,NIPHONIUS,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SCORPAENIFORMES,NORMANICHTHYIDAE,13.88,6.0,13.88,WEB corpus, FAMILY, ORDER,VTO ontology,is_a,both
SCORTUM,BARCOO,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SCYLIORHINUS,CANICULA,13.99,2.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SELENOTOCA,MULTIFASCIATA,13.41,1.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SEMAPROCHILODUS,INSIGNIS,13.41,1.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SEMOTILUS,ATROMACULATUS,13.85,19.0,13.85,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SERIOLA,QUINQUERADIATA,13.41,7.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SERIOLELLA,VIOLACEA,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SERIPHUS,POLITUS,13.99,2.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SERRIVOMER,JESPERSENI,13.99,2.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SICYOPTERUS,STIMPSONI,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SIGANUS,CANALICULATUS,13.41,1.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SIGANUS,SPINUS,13.41,1.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SILLAGO,CILIATA,13.0,1.0,13.0,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SILLAGO,SCHOMBURGKII,13.0,1.0,13.0,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SILURUS,GLANIS,13.91,38.0,13.91,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SINIPERCA,CHUATSI,13.99,7.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SOLEA,SOLEA,13.72,12.0,13.72,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SOMATERIA,MOLLISSIMA,13.41,1.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SOMNIOSUS,MICROCEPHALUS,13.99,2.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SOTALIA,GUIANENSIS,13.41,4.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SPERMOPHILUS,LATERALIS,13.41,1.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SPHYRAENA,BARRACUDA,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SPIRINCHUS,THALEICHTHYS,13.86,5.0,13.86,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SPRATTUS,SPRATTUS,13.96,19.0,13.96,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
STENOBRACHIUS,LEUCOPSARUS,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
STENODUS,NELMA,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
STERNA,ELEGANS,13.0,1.0,13.0,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SUFFLAMEN,BURSA,13.99,2.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SUS,SCROFA,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SYMPHODUS,ROSTRATUS,13.0,1.0,13.0,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SYNODONTIS,VICTORIAE,13.0,1.0,13.0,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TAKIFUGU,RUBRIPES,13.99,3.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TANDANUS,BOSTOCKI,13.41,1.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TANDANUS,TANDANUS,13.41,1.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TARICHA,GRANULOSA,13.41,1.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TAURULUS,BUBALIS,13.41,2.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TAUTOGA,ONITIS,13.67,2.0,13.67,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TERAPON,JARBUA,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
THALASSENCHELYS,COHENI,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
THALASSOMA,BIFASCIATUM,13.99,4.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
THALEICHTHYS,PACIFICUS,13.69,13.0,13.69,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
THERAGRA,CHALCOGRAMMA,13.99,12.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
THUNNUS,THYNNUS,13.26,6.0,13.26,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
THYMALLUS,ARCTICUS,13.18,72.0,13.18,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TILAPIA,RENDALLI,13.06,6.0,13.06,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TINCA,TINCA,13.92,37.0,13.92,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TOXOTES,CHATAREUS,13.41,1.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TOXOTES,LORENTZI,13.0,1.0,13.0,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TRACHINOTUS,BLOCHII,13.41,1.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TRACHINOTUS,OVATUS,13.41,1.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TRACHURUS,SYMMETRICUS,13.0,7.0,13.0,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TRICHIURUS,LEPTURUS,13.41,2.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TRICHODON,TRICHODON,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TRIDENTIGER,BIFASCIATUS,13.41,2.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TRIDENTIGER,TRIGONOCEPHALUS,13.41,2.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TRIGLOPS,MURRAYI,13.99,2.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TRINECTES,PAULISTANUS,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TRINGA,TOTANUS,13.41,1.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TURSIOPS,TRUNCATUS,13.41,4.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ULVARIA,SUBBIFURCATA,13.99,6.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
UMBRA,LIMI,13.67,6.0,13.67,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
URANOSCOPUS,SULPHUREUS,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
URIA,AALGE,13.99,3.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
UROCONGER,LEPTURUS,13.0,1.0,13.0,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
URSUS,ARCTOS,13.83,4.0,13.83,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
VALENCIENNEA,LONGIPINNIS,13.99,2.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
VENEFICA,OCELLA,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
XENOCLARIAS,EUPOGON,13.67,2.0,13.67,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
XENOMYSTAX,ATRARIUS,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
XENOPUS,LAEVIS,13.65,11.0,13.65,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
XIPHOPHORUS,BIRCHMANNI,13.0,1.0,13.0,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
XYRAUCHEN,TEXANUS,13.58,3.0,13.58,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ZALOPHUS,CALIFORNIANUS,13.83,4.0,13.83,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ZINGEL,STREBER,13.205,2.0,13.205,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ZINGEL,ZINGEL,13.41,1.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ZOARCES,VIVIPARUS,13.99,4.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ZOOTOCA,VIVIPARA,13.77,3.0,13.77,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ZOSTERISESSOR,OPHIOCEPHALUS,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
