name,TAXRANK,is_a
 Centracanthidae,4.0, Perciformes
 Centracanthus,5.0, Centracanthidae
 Centracanthus cirrus,6.0, Centracanthus
 Spicara,5.0, Centracanthidae
 Spicara alta,6.0, Spicara
 Spicara axillaris,6.0, Spicara
 Spicara maena,6.0, Spicara
 Spicara australis,6.0, Spicara
 Spicara smaris,6.0, Spicara
 Gerreidae,4.0, Perciformes
 Parequula,5.0, Gerreidae
 Parequula melbournensis,6.0, Parequula
 Pentaprion,5.0, Gerreidae
 Pentaprion longimanus,6.0, Pentaprion
 Eugerres,5.0, Gerreidae
 Eugerres plumieri,6.0, Eugerres
 Eugerres brasilianus,6.0, Eugerres
 Eugerres lineatus,6.0, Eugerres
 Diapterus,5.0, Gerreidae
 Diapterus auratus,6.0, Diapterus
 Diapterus peruvianus,6.0, Diapterus
 Diapterus rhombeus,6.0, Diapterus
 Gerres,5.0, Gerreidae
 Gerres methueni,6.0, Gerres
 Gerres filamentosus,6.0, Gerres
 Gerres limbatus,6.0, Gerres
 Gerres equulus,6.0, Gerres
 Gerres oblongus,6.0, Gerres
 Gerres cinereus,6.0, Gerres
 Gerres oyena,6.0, Gerres
 Gerres phaiya,6.0, Gerres
 Gerres erythrourus,6.0, Gerres
 Gerres macracanthus,6.0, Gerres
 Gerres longirostris,6.0, Gerres
 Gerres japonicus,6.0, Gerres
 Ulaema,5.0, Gerreidae
 Ulaema lefroyi,6.0, Ulaema
 Eucinostomus,5.0, Gerreidae
 Eucinostomus gula,6.0, Eucinostomus
 Eucinostomus jonesii,6.0, Eucinostomus
 Eucinostomus harengulus,6.0, Eucinostomus
 Eucinostomus argenteus,6.0, Eucinostomus
 Eucinostomus melanopterus,6.0, Eucinostomus
 Eucinostomus havana,6.0, Eucinostomus
 Eucinostomus currani,6.0, Eucinostomus
 Centropomidae,4.0, Perciformes
 Centropomus,5.0, Centropomidae
 Centropomus undecimalis,6.0, Centropomus
 Centropomus unionensis,6.0, Centropomus
 Centropomus robalito,6.0, Centropomus
 Centropomus mexicanus,6.0, Centropomus
 Centropomus poeyi,6.0, Centropomus
 Centropomus parallelus,6.0, Centropomus
 Centropomus nigrescens,6.0, Centropomus
 Centropomus pectinatus,6.0, Centropomus
 Centropomus ensiferus,6.0, Centropomus
 Centropomus viridis,6.0, Centropomus
 Centropomus armatus,6.0, Centropomus
 Centropomus medius,6.0, Centropomus
 Polyprionidae,4.0, Perciformes
 Stereolepis,5.0, Polyprionidae
 Stereolepis gigas,6.0, Stereolepis
 Stereolepis doederleini,6.0, Stereolepis
 Polyprion,5.0, Polyprionidae
 Polyprion americanus,6.0, Polyprion
 Polyprion oxygeneios,6.0, Polyprion
 Glaucosomatidae,4.0, Perciformes
 Glaucosoma,5.0, Glaucosomatidae
 Glaucosoma scapulare,6.0, Glaucosoma
 Glaucosoma buergeri,6.0, Glaucosoma
 Glaucosoma magnificum,6.0, Glaucosoma
 Glaucosoma hebraicum,6.0, Glaucosoma
 Arripidae,4.0, Perciformes
 Arripis,5.0, Arripidae
 Arripis georgianus,6.0, Arripis
 Arripis trutta,6.0, Arripis
 Arripis truttaceus,6.0, Arripis
 Howellidae,4.0, Perciformes
 Howella,5.0, Howellidae
 Howella brodiei,6.0, Howella
 Howella zina,6.0, Howella
 Emmelichthyidae,4.0, Perciformes
 Erythrocles,5.0, Emmelichthyidae
 Erythrocles monodi,6.0, Erythrocles
 Erythrocles schlegelii,6.0, Erythrocles
 Plagiogeneion,5.0, Emmelichthyidae
 Plagiogeneion macrolepis,6.0, Plagiogeneion
 Plagiogeneion rubiginosum,6.0, Plagiogeneion
 Emmelichthys,5.0, Emmelichthyidae
 Emmelichthys struhsakeri,6.0, Emmelichthys
 Emmelichthys nitidus,6.0, Emmelichthys
 Polynemidae,4.0, Perciformes
 Filimanus,5.0, Polynemidae
 Filimanus heptadactyla,6.0, Filimanus
 Polynemus,5.0, Polynemidae
 Polynemus paradiseus,6.0, Polynemus
 Polydactylus,5.0, Polynemidae
 Polydactylus malagasyensis,6.0, Polydactylus
 Polydactylus sexfilis,6.0, Polydactylus
 Polydactylus virginicus,6.0, Polydactylus
 Polydactylus plebeius,6.0, Polydactylus
 Polydactylus approximans,6.0, Polydactylus
 Polydactylus macrochir,6.0, Polydactylus
 Polydactylus sextarius,6.0, Polydactylus
 Leptomelanosoma,5.0, Polynemidae
 Leptomelanosoma indicum,6.0, Leptomelanosoma
 Pentanemus,5.0, Polynemidae
 Pentanemus quinquarius,6.0, Pentanemus
 Eleutheronema,5.0, Polynemidae
 Eleutheronema tetradactylum,6.0, Eleutheronema
 Bathymasteridae,4.0, Perciformes
 Ronquilus,5.0, Bathymasteridae
 Ronquilus jordani,6.0, Ronquilus
 Bathymaster,5.0, Bathymasteridae
 Bathymaster derjugini,6.0, Bathymaster
 Bathymaster caeruleofasciatus,6.0, Bathymaster
 Bathymaster signatus,6.0, Bathymaster
 Bathymaster leurolepis,6.0, Bathymaster
 Rathbunella,5.0, Bathymasteridae
 Rathbunella hypoplecta,6.0, Rathbunella
 Apogonidae,4.0, Perciformes
 Apogonichthys,5.0, Apogonidae
 Apogonichthys ocellatus,6.0, Apogonichthys
 Cercamia,5.0, Apogonidae
 Cercamia cladara,6.0, Cercamia
 Cercamia eremia,6.0, Cercamia
 Pterapogon,5.0, Apogonidae
 Pterapogon kauderni,6.0, Pterapogon
 Rhabdamia,5.0, Apogonidae
 Rhabdamia gracilis,6.0, Rhabdamia
 Rhabdamia cypselura,6.0, Rhabdamia
 Glossamia,5.0, Apogonidae
 Glossamia aprion,6.0, Glossamia
 Nectamia,5.0, Apogonidae
 Nectamia savayensis,6.0, Nectamia
 Nectamia fusca,6.0, Nectamia
 Apogonichthyoides,5.0, Apogonidae
 Sphaeramia,5.0, Apogonidae
 Sphaeramia orbicularis,6.0, Sphaeramia
 Sphaeramia nematoptera,6.0, Sphaeramia
 Archamia,5.0, Apogonidae
 Archamia biguttata,6.0, Archamia
 Archamia fucata,6.0, Archamia
 Archamia flavofasciata,6.0, Archamia
 Archamia lineolata,6.0, Archamia
 Pristiapogon,5.0, Apogonidae
 Foa,5.0, Apogonidae
 Foa brachygramma,6.0, Foa
 Siphamia,5.0, Apogonidae
 Siphamia versicolor,6.0, Siphamia
 Apogon,5.0, Apogonidae
 Apogon crassiceps,6.0, Apogon
 Apogon atradorsatus,6.0, Apogon
 Apogon trimaculatus,6.0, Apogon
 Apogon rhodopterus,6.0, Apogon
 Apogon mosavi,6.0, Apogon
 Apogon pillionatus,6.0, Apogon
 Apogon guadalupensis,6.0, Apogon
 Apogon binotatus,6.0, Apogon
 Apogon pacificus,6.0, Apogon
 Apogon lachneri,6.0, Apogon
 Apogon coccineus,6.0, Apogon
 Apogon caudicinctus,6.0, Apogon
 Apogon truncatus,6.0, Apogon
 Apogon striatus,6.0, Apogon
 Apogon indicus,6.0, Apogon
 Apogon deetsie,6.0, Apogon
 Apogon robinsi,6.0, Apogon
 Apogon doryssa,6.0, Apogon
 Apogon robbyi,6.0, Apogon
 Apogon pseudomaculatus,6.0, Apogon
 Apogon planifrons,6.0, Apogon
 Apogon erythrinus,6.0, Apogon
 Apogon natalensis,6.0, Apogon
 Ostorhinchus,5.0, Apogonidae
 Apogon novemfasciatus,6.0, Apogon
 Apogon notatus,6.0, Apogon
 Apogon selas,6.0, Apogon
 Apogon leslie,6.0, Apogon
 Apogon luteus,6.0, Apogon
 Apogon ventrifasciatus,6.0, Apogon
 Apogon semilineatus,6.0, Apogon
 Apogon amboinensis,6.0, Apogon
 Apogon angustatus,6.0, Apogon
 Apogon carinatus,6.0, Apogon
 Apogon cathetogramma,6.0, Apogon
 Apogon aureus,6.0, Apogon
 Apogon endekataenia,6.0, Apogon
 Apogon norfolcensis,6.0, Apogon
 Apogon guamensis,6.0, Apogon
 Apogon holotaenia,6.0, Apogon
 Apogon compressus,6.0, Apogon
 Apogon flagelliferus,6.0, Apogon
 Apogon ellioti,6.0, Apogon
 Apogon lineatus,6.0, Apogon
 Apogon lateralis,6.0, Apogon
 Apogon melas,6.0, Apogon
 Apogon ishigakiensis,6.0, Apogon
 Apogon kiensis,6.0, Apogon
 Apogon cookii,6.0, Apogon
 Apogon properuptus,6.0, Apogon
 Apogon cyanosoma,6.0, Apogon
 Apogon queketti,6.0, Apogon
 Apogon smithi,6.0, Apogon
 Apogon taeniophorus,6.0, Apogon
 Apogon doederleini,6.0, Apogon
 Apogon sealei,6.0, Apogon
 Apogon nigrofasciatus,6.0, Apogon
 Apogon semiornatus,6.0, Apogon
 Apogon affinis,6.0, Apogon
 Apogon imberbis,6.0, Apogon
 Apogon quadrisquamatus,6.0, Apogon
 Apogon phenax,6.0, Apogon
 Apogon townsendi,6.0, Apogon
 Apogon aurolineatus,6.0, Apogon
 Apogon dovii,6.0, Apogon
 Apogon hyalosoma,6.0, Apogon
 Apogon maculatus,6.0, Apogon
 Fowleria,5.0, Apogonidae
 Fowleria marmorata,6.0, Fowleria
 Fowleria isostigma,6.0, Fowleria
 Fowleria vaiulae,6.0, Fowleria
 Fowleria aurita,6.0, Fowleria
 Fowleria variegata,6.0, Fowleria
 Phaeoptyx,5.0, Apogonidae
 Phaeoptyx xenus,6.0, Phaeoptyx
 Phaeoptyx conklini,6.0, Phaeoptyx
 Phaeoptyx pigmentaria,6.0, Phaeoptyx
 Zoramia,5.0, Apogonidae
 Zoramia leptacantha,6.0, Zoramia
 Zoramia gilberti,6.0, Zoramia
 Zoramia fragilis,6.0, Zoramia
 Cheilodipterus,5.0, Apogonidae
 Cheilodipterus artus,6.0, Cheilodipterus
 Cheilodipterus isostigmus,6.0, Cheilodipterus
 Cheilodipterus macrodon,6.0, Cheilodipterus
 Cheilodipterus quinquelineatus,6.0, Cheilodipterus
 Astrapogon,5.0, Apogonidae
 Astrapogon stellatus,6.0, Astrapogon
 Astrapogon alutus,6.0, Astrapogon
 Astrapogon puncticulatus,6.0, Astrapogon
 Gymnapogon,5.0, Apogonidae
 Gymnapogon africanus,6.0, Gymnapogon
 Gymnapogon urospilotus,6.0, Gymnapogon
 Pseudamiops,5.0, Apogonidae
 Pseudamiops gracilicauda,6.0, Pseudamiops
 Pseudamia,5.0, Apogonidae
 Pseudamia gelatinosa,6.0, Pseudamia
 Dichistiidae,4.0, Perciformes
 Dichistius,5.0, Dichistiidae
 Dichistius multifasciatus,6.0, Dichistius
 Dichistius capensis,6.0, Dichistius
 Drepaneidae,4.0, Perciformes
 Drepane,5.0, Drepaneidae
 Drepane punctata,6.0, Drepane
 Drepane longimana,6.0, Drepane
 Drepane africana,6.0, Drepane
 Dinolestidae,4.0, Perciformes
 Dinolestes,5.0, Dinolestidae
 Dinolestes lewini,6.0, Dinolestes
 Centrogenys,5.0, Centrogenyidae
 Centrogenys vaigiensis,6.0, Centrogenys
 Symphysanodontidae,4.0, Perciformes
 Symphysanodon,5.0, Symphysanodontidae
 Symphysanodon berryi,6.0, Symphysanodon
 Grammatidae,4.0, Perciformes
 Lipogramma,5.0, Grammatidae
 Lipogramma trilineata,6.0, Lipogramma
 Gramma,5.0, Grammatidae
 Gramma loreto,6.0, Gramma
 Gramma melacara,6.0, Gramma
 Latidae,4.0, Perciformes
 Lates,5.0, Latidae
 Lates niloticus,6.0, Lates
 Lates japonicus,6.0, Lates
 Lates calcarifer,6.0, Lates
 Lates microlepis,6.0, Lates
 Psammoperca,5.0, Latidae
 Psammoperca waigiensis,6.0, Psammoperca
 Toxotidae,4.0, Perciformes
 Toxotes,5.0, Toxotidae
 Toxotes chatareus,6.0, Toxotes
 Toxotes lorentzi,6.0, Toxotes
 Toxotes jaculatrix,6.0, Toxotes
 Terapontidae,4.0, Perciformes
 Amniataba,5.0, Terapontidae
 Amniataba affinis,6.0, Amniataba
 Amniataba percoides,6.0, Amniataba
 Amniataba caudavittata,6.0, Amniataba
 Leiopotherapon,5.0, Terapontidae
 Leiopotherapon plumbeus,6.0, Leiopotherapon
 Leiopotherapon aheneus,6.0, Leiopotherapon
 Leiopotherapon unicolor,6.0, Leiopotherapon
 Hannia,5.0, Terapontidae
 Hannia greenwayi,6.0, Hannia
 Pelsartia,5.0, Terapontidae
 Pelsartia humeralis,6.0, Pelsartia
 Rhynchopelates,5.0, Terapontidae
 Rhynchopelates oxyrhynchus,6.0, Rhynchopelates
 Bidyanus,5.0, Terapontidae
 Bidyanus welchi,6.0, Bidyanus
 Bidyanus bidyanus,6.0, Bidyanus
 Hephaestus,5.0, Terapontidae
 Hephaestus fuliginosus,6.0, Hephaestus
 Hephaestus jenkinsi,6.0, Hephaestus
 Hephaestus carbo,6.0, Hephaestus
 Hephaestus epirrhinos,6.0, Hephaestus
 Hephaestus habbemai,6.0, Hephaestus
 Hephaestus transmontanus,6.0, Hephaestus
 Hephaestus tulliensis,6.0, Hephaestus
 Pingalla,5.0, Terapontidae
 Pingalla gilberti,6.0, Pingalla
 Pingalla lorentzi,6.0, Pingalla
 Mesopristes,5.0, Terapontidae
 Mesopristes cancellatus,6.0, Mesopristes
 Mesopristes argenteus,6.0, Mesopristes
 Terapon,5.0, Terapontidae
 Terapon theraps,6.0, Terapon
 Terapon puta,6.0, Terapon
 Terapon jarbua,6.0, Terapon
 Syncomistes,5.0, Terapontidae
 Syncomistes rastellus,6.0, Syncomistes
 Syncomistes trigonicus,6.0, Syncomistes
 Syncomistes butleri,6.0, Syncomistes
 Variichthys,5.0, Terapontidae
 Variichthys lacustris,6.0, Variichthys
 Pelates,5.0, Terapontidae
 Pelates octolineatus,6.0, Pelates
 Pelates sexlineatus,6.0, Pelates
 Pelates quadrilineatus,6.0, Pelates
 Scortum,5.0, Terapontidae
 Scortum ogilbyi,6.0, Scortum
 Scortum hillii,6.0, Scortum
 Scortum parviceps,6.0, Scortum
 Scortum barcoo,6.0, Scortum
 Sillaginidae,4.0, Perciformes
 Sillaginodes,5.0, Sillaginidae
 Sillaginodes punctatus,6.0, Sillaginodes
 Sillago,5.0, Sillaginidae
 Sillago asiatica,6.0, Sillago
 Sillago japonica,6.0, Sillago
 Sillago chondropus,6.0, Sillago
 Sillago ingenuua,6.0, Sillago
 Sillago analis,6.0, Sillago
 Sillago robusta,6.0, Sillago
 Sillago aeolus,6.0, Sillago
 Sillago sihama,6.0, Sillago
 Sillago maculata,6.0, Sillago
 Sillago bassensis,6.0, Sillago
 Sillago ciliata,6.0, Sillago
 Sillago parvisquamis,6.0, Sillago
 Sillago flindersi,6.0, Sillago
 Sillago vincenti,6.0, Sillago
 Serranidae,4.0, Perciformes
 Liopropoma,5.0, Serranidae
 Liopropoma fasciatum,6.0, Liopropoma
 Liopropoma eukrines,6.0, Liopropoma
 Liopropoma lunulatum,6.0, Liopropoma
 Liopropoma pallidum,6.0, Liopropoma
 Liopropoma rubre,6.0, Liopropoma
 Liopropoma mowbrayi,6.0, Liopropoma
 Liopropoma carmabi,6.0, Liopropoma
 Serraniculus,5.0, Serranidae
 Serraniculus pumilio,6.0, Serraniculus
 Schultzea,5.0, Serranidae
 Schultzea beta,6.0, Schultzea
 Diplectrum,5.0, Serranidae
 Diplectrum maximum,6.0, Diplectrum
 Diplectrum formosum,6.0, Diplectrum
 Diplectrum pacificum,6.0, Diplectrum
 Diplectrum radiale,6.0, Diplectrum
 Serranus,5.0, Serranidae
 Serranus tabacarius,6.0, Serranus
 Serranus psittacinus,6.0, Serranus
 Serranus tortugarum,6.0, Serranus
 Serranus subligarius,6.0, Serranus
 Serranus flaviventris,6.0, Serranus
 Serranus phoebe,6.0, Serranus
 Serranus baldwini,6.0, Serranus
 Serranus knysnaensis,6.0, Serranus
 Serranus cabrilla,6.0, Serranus
 Serranus tigrinus,6.0, Serranus
 Serranus hepatus,6.0, Serranus
 Serranus atricauda,6.0, Serranus
 Serranus scriba,6.0, Serranus
 Serranus accraensis,6.0, Serranus
 Paralabrax,5.0, Serranidae
 Paralabrax humeralis,6.0, Paralabrax
 Paralabrax maculatofasciatus,6.0, Paralabrax
 Paralabrax callaensis,6.0, Paralabrax
 Paralabrax nebulifer,6.0, Paralabrax
 Paralabrax albomaculatus,6.0, Paralabrax
 Paralabrax loro,6.0, Paralabrax
 Paralabrax auroguttatus,6.0, Paralabrax
 Paralabrax clathratus,6.0, Paralabrax
 Cratinus,5.0, Serranidae
 Cratinus agassizii,6.0, Cratinus
 Hypoplectrus,5.0, Serranidae
 Hypoplectrus aberrans,6.0, Hypoplectrus
 Hypoplectrus indigo,6.0, Hypoplectrus
 Hypoplectrus gummigutta,6.0, Hypoplectrus
 Hypoplectrus guttavarius,6.0, Hypoplectrus
 Hypoplectrus chlorurus,6.0, Hypoplectrus
 Hypoplectrus unicolor,6.0, Hypoplectrus
 Hypoplectrus puella,6.0, Hypoplectrus
 Hypoplectrus nigricans,6.0, Hypoplectrus
 Hypoplectrus gemma,6.0, Hypoplectrus
 Chelidoperca,5.0, Serranidae
 Chelidoperca occipitalis,6.0, Chelidoperca
 Chelidoperca investigatoris,6.0, Chelidoperca
 Chelidoperca pleurospilus,6.0, Chelidoperca
 Centropristis,5.0, Serranidae
 Centropristis philadelphica,6.0, Centropristis
 Centropristis striata,6.0, Centropristis
 Centropristis ocyurus,6.0, Centropristis
 Cephalopholis,5.0, Serranidae
 Cephalopholis boenak,6.0, Cephalopholis
 Cephalopholis hemistiktos,6.0, Cephalopholis
 Cephalopholis sexmaculata,6.0, Cephalopholis
 Cephalopholis miniata,6.0, Cephalopholis
 Cephalopholis polleni,6.0, Cephalopholis
 Cephalopholis leopardus,6.0, Cephalopholis
 Cephalopholis taeniops,6.0, Cephalopholis
 Cephalopholis igarashiensis,6.0, Cephalopholis
 Cephalopholis cyanostigma,6.0, Cephalopholis
 Cephalopholis formosa,6.0, Cephalopholis
 Cephalopholis sonnerati,6.0, Cephalopholis
 Cephalopholis argus,6.0, Cephalopholis
 Cephalopholis urodeta,6.0, Cephalopholis
 Cephalopholis microprion,6.0, Cephalopholis
 Cephalopholis panamensis,6.0, Cephalopholis
 Cephalopholis nigri,6.0, Cephalopholis
 Cephalopholis cruentata,6.0, Cephalopholis
 Cephalopholis spiloparaea,6.0, Cephalopholis
 Cephalopholis nigripinnis,6.0, Cephalopholis
 Cephalopholis fulva,6.0, Cephalopholis
 Epinephelus,5.0, Serranidae
 Epinephelus morio,6.0, Epinephelus
 Epinephelus merra,6.0, Epinephelus
 Epinephelus akaara,6.0, Epinephelus
 Epinephelus erythrurus,6.0, Epinephelus
 Epinephelus posteli,6.0, Epinephelus
 Epinephelus tukula,6.0, Epinephelus
 Epinephelus coeruleopunctatus,6.0, Epinephelus
 Epinephelus multinotatus,6.0, Epinephelus
 Epinephelus chabaudi,6.0, Epinephelus
 Epinephelus polyphekadion,6.0, Epinephelus
 Epinephelus faveatus,6.0, Epinephelus
 Epinephelus spilotoceps,6.0, Epinephelus
 Epinephelus amblycephalus,6.0, Epinephelus
 Epinephelus trimaculatus,6.0, Epinephelus
 Epinephelus macrospilos,6.0, Epinephelus
 Epinephelus quoyanus,6.0, Epinephelus
 Epinephelus costae,6.0, Epinephelus
 Epinephelus rivulatus,6.0, Epinephelus
 Epinephelus cyanopodus,6.0, Epinephelus
 Epinephelus undulosus,6.0, Epinephelus
 Epinephelus albomarginatus,6.0, Epinephelus
 Epinephelus striatus,6.0, Epinephelus
 Epinephelus poecilonotus,6.0, Epinephelus
 Epinephelus labriformis,6.0, Epinephelus
 Epinephelus andersoni,6.0, Epinephelus
 Epinephelus itajara,6.0, Epinephelus
 Epinephelus guttatus,6.0, Epinephelus
 Epinephelus corallicola,6.0, Epinephelus
 Epinephelus fasciatus,6.0, Epinephelus
 Epinephelus maculatus,6.0, Epinephelus
 Epinephelus awoara,6.0, Epinephelus
 Epinephelus ongus,6.0, Epinephelus
 Epinephelus cifuentesi,6.0, Epinephelus
 Epinephelus fuscoguttatus,6.0, Epinephelus
 Epinephelus epistictus,6.0, Epinephelus
 Epinephelus drummondhayi,6.0, Epinephelus
 Epinephelus analogus,6.0, Epinephelus
 Epinephelus malabaricus,6.0, Epinephelus
 Epinephelus areolatus,6.0, Epinephelus
 Epinephelus sexfasciatus,6.0, Epinephelus
 Epinephelus adscensionis,6.0, Epinephelus
 Epinephelus bontoides,6.0, Epinephelus
 Epinephelus hexagonatus,6.0, Epinephelus
 Epinephelus miliaris,6.0, Epinephelus
 Epinephelus melanostigma,6.0, Epinephelus
 Epinephelus morrhua,6.0, Epinephelus
 Epinephelus retouti,6.0, Epinephelus
 Epinephelus marginatus,6.0, Epinephelus
 Epinephelus fasciatomaculosus,6.0, Epinephelus
 Epinephelus caninus,6.0, Epinephelus
 Epinephelus lanceolatus,6.0, Epinephelus
 Epinephelus goreensis,6.0, Epinephelus
 Epinephelus daemelii,6.0, Epinephelus
 Epinephelus howlandi,6.0, Epinephelus
 Epinephelus longispinis,6.0, Epinephelus
 Epinephelus aeneus,6.0, Epinephelus
 Epinephelus flavocaeruleus,6.0, Epinephelus
 Epinephelus latifasciatus,6.0, Epinephelus
 Epinephelus chlorostigma,6.0, Epinephelus
 Epinephelus diacanthus,6.0, Epinephelus
 Epinephelus tauvina,6.0, Epinephelus
 Epinephelus bleekeri,6.0, Epinephelus
 Epinephelus stictus,6.0, Epinephelus
 Epinephelus clippertonensis,6.0, Epinephelus
 Epinephelus coioides,6.0, Epinephelus
 Epinephelus radiatus,6.0, Epinephelus
 Epinephelus bruneus,6.0, Epinephelus
 Mycteroperca,5.0, Serranidae
 Mycteroperca interstitialis,6.0, Mycteroperca
 Mycteroperca bonaci,6.0, Mycteroperca
 Mycteroperca rosacea,6.0, Mycteroperca
 Mycteroperca phenax,6.0, Mycteroperca
 Mycteroperca jordani,6.0, Mycteroperca
 Mycteroperca microlepis,6.0, Mycteroperca
 Mycteroperca xenarcha,6.0, Mycteroperca
 Mycteroperca prionura,6.0, Mycteroperca
 Mycteroperca acutirostris,6.0, Mycteroperca
 Mycteroperca rubra,6.0, Mycteroperca
 Mycteroperca fusca,6.0, Mycteroperca
 Mycteroperca olfax,6.0, Mycteroperca
 Mycteroperca tigris,6.0, Mycteroperca
 Mycteroperca venenosa,6.0, Mycteroperca
 Gracila,5.0, Serranidae
 Gracila albomarginata,6.0, Gracila
 Plectropomus,5.0, Serranidae
 Plectropomus maculatus,6.0, Plectropomus
 Plectropomus leopardus,6.0, Plectropomus
 Plectropomus laevis,6.0, Plectropomus
 Plectropomus areolatus,6.0, Plectropomus
 Plectropomus oligacanthus,6.0, Plectropomus
 Plectropomus pessuliferus,6.0, Plectropomus
 Paranthias,5.0, Serranidae
 Paranthias colonus,6.0, Paranthias
 Paranthias furcifer,6.0, Paranthias
 Anyperodon,5.0, Serranidae
 Anyperodon leucogrammicus,6.0, Anyperodon
 Saloptia,5.0, Serranidae
 Saloptia powelli,6.0, Saloptia
 Niphon,5.0, Serranidae
 Niphon spinosus,6.0, Niphon
 Hyporthodus,5.0, Serranidae
 Hyporthodus flavolimbatus,6.0, Hyporthodus
 Hyporthodus septemfasciatus,6.0, Hyporthodus
 Hyporthodus quernus,6.0, Hyporthodus
 Hyporthodus acanthistius,6.0, Hyporthodus
 Hyporthodus haifensis,6.0, Hyporthodus
 Hyporthodus exsul,6.0, Hyporthodus
 Hyporthodus niveatus,6.0, Hyporthodus
 Hyporthodus niphobles,6.0, Hyporthodus
 Hyporthodus nigritus,6.0, Hyporthodus
 Hyporthodus mystacinus,6.0, Hyporthodus
 Variola,5.0, Serranidae
 Variola albimarginata,6.0, Variola
 Variola louti,6.0, Variola
 Alphestes,5.0, Serranidae
 Alphestes afer,6.0, Alphestes
 Alphestes immaculatus,6.0, Alphestes
 Alphestes multiguttatus,6.0, Alphestes
 Aethaloperca,5.0, Serranidae
 Aethaloperca rogaa,6.0, Aethaloperca
 Dermatolepis,5.0, Serranidae
 Dermatolepis inermis,6.0, Dermatolepis
 Dermatolepis striolata,6.0, Dermatolepis
 Dermatolepis dermatolepis,6.0, Dermatolepis
 Triso,5.0, Serranidae
 Triso dermopterus,6.0, Triso
 Serranocirrhitus,5.0, Serranidae
 Serranocirrhitus latus,6.0, Serranocirrhitus
 Caesioperca,5.0, Serranidae
 Caesioperca lepidoptera,6.0, Caesioperca
 Odontanthias,5.0, Serranidae
 Odontanthias borbonius,6.0, Odontanthias
 Odontanthias tapui,6.0, Odontanthias
 Odontanthias elizabethae,6.0, Odontanthias
 Anthias,5.0, Serranidae
 Anthias anthias,6.0, Anthias
 Anthias nicholsi,6.0, Anthias
 Caprodon,5.0, Serranidae
 Caprodon longimanus,6.0, Caprodon
 Caprodon unicolor,6.0, Caprodon
 Tosana,5.0, Serranidae
 Tosana niwae,6.0, Tosana
 Hemanthias,5.0, Serranidae
 Hemanthias leptus,6.0, Hemanthias
 Hemanthias signifer,6.0, Hemanthias
 Hemanthias peruanus,6.0, Hemanthias
 Luzonichthys,5.0, Serranidae
 Luzonichthys waitei,6.0, Luzonichthys
 Nemanthias,5.0, Serranidae
 Nemanthias carberryi,6.0, Nemanthias
 Pseudanthias,5.0, Serranidae
 Pseudanthias mooreanus,6.0, Pseudanthias
 Pseudanthias evansi,6.0, Pseudanthias
 Pseudanthias olivaceus,6.0, Pseudanthias
 Pseudanthias pleurotaenia,6.0, Pseudanthias
 Pseudanthias huchtii,6.0, Pseudanthias
 Pseudanthias lori,6.0, Pseudanthias
 Pseudanthias pascalus,6.0, Pseudanthias
 Pseudanthias cooperi,6.0, Pseudanthias
 Pseudanthias connelli,6.0, Pseudanthias
 Pseudanthias squamipinnis,6.0, Pseudanthias
 Pseudanthias fasciatus,6.0, Pseudanthias
 Pseudanthias tuka,6.0, Pseudanthias
 Acanthistius,5.0, Serranidae
 Acanthistius ocellatus,6.0, Acanthistius
 Acanthistius patachonicus,6.0, Acanthistius
 Acanthistius brasilianus,6.0, Acanthistius
 Acanthistius joanae,6.0, Acanthistius
 Meganthias,5.0, Serranidae
 Meganthias natalensis,6.0, Meganthias
 Plectranthias,5.0, Serranidae
 Plectranthias japonicus,6.0, Plectranthias
 Plectranthias longimanus,6.0, Plectranthias
 Holanthias,5.0, Serranidae
 Zalanthias,5.0, Serranidae
 Zalanthias kelloggi,6.0, Zalanthias
 Pronotogrammus,5.0, Serranidae
 Pronotogrammus multifasciatus,6.0, Pronotogrammus
 Grammistops,5.0, Serranidae
 Grammistops ocellatus,6.0, Grammistops
 Suttonia,5.0, Serranidae
 Suttonia lineata,6.0, Suttonia
 Aporops,5.0, Serranidae
 Aporops bilinearis,6.0, Aporops
 Grammistes,5.0, Serranidae
 Grammistes sexlineatus,6.0, Grammistes
 Aulacocephalus,5.0, Serranidae
 Aulacocephalus temminckii,6.0, Aulacocephalus
 Rypticus,5.0, Serranidae
 Rypticus bicolor,6.0, Rypticus
 Rypticus nigripinnis,6.0, Rypticus
 Rypticus saponaceus,6.0, Rypticus
 Rypticus bornoi,6.0, Rypticus
 Rypticus subbifrenatus,6.0, Rypticus
 Belonoperca,5.0, Serranidae
 Belonoperca chabanaudi,6.0, Belonoperca
 Pseudogramma,5.0, Serranidae
 Pseudogramma polyacantha,6.0, Pseudogramma
 Pseudogramma gregoryi,6.0, Pseudogramma
 Pseudogramma thaumasia,6.0, Pseudogramma
 Pogonoperca,5.0, Serranidae
 Pogonoperca punctata,6.0, Pogonoperca
 Diploprion,5.0, Serranidae
 Diploprion bifasciatum,6.0, Diploprion
 Sciaenidae,4.0, Perciformes
 Menticirrhus,5.0, Sciaenidae
 Menticirrhus americanus,6.0, Menticirrhus
 Menticirrhus undulatus,6.0, Menticirrhus
 Menticirrhus littoralis,6.0, Menticirrhus
 Atractoscion,5.0, Sciaenidae
 Atractoscion nobilis,6.0, Atractoscion
 Atractoscion aequidens,6.0, Atractoscion
 Otolithoides,5.0, Sciaenidae
