name,TAXRANK,is_a
 Otolithoides biauritus,6.0, Otolithoides
 Pareques,5.0, Sciaenidae
 Pareques acuminatus,6.0, Pareques
 Pareques umbrosus,6.0, Pareques
 Ophioscion,5.0, Sciaenidae
 Ophioscion punctatissimus,6.0, Ophioscion
 Dendrophysa,5.0, Sciaenidae
 Dendrophysa russelii,6.0, Dendrophysa
 Cilus,5.0, Sciaenidae
 Cilus gilberti,6.0, Cilus
 Nibea,5.0, Sciaenidae
 Nibea maculata,6.0, Nibea
 Nibea mitsukurii,6.0, Nibea
 Nibea coibor,6.0, Nibea
 Nibea soldado,6.0, Nibea
 Nibea albiflora,6.0, Nibea
 Chrysochir,5.0, Sciaenidae
 Chrysochir aureus,6.0, Chrysochir
 Lonchurus,5.0, Sciaenidae
 Lonchurus lanceolatus,6.0, Lonchurus
 Pachypops,5.0, Sciaenidae
 Pachypops fourcroi,6.0, Pachypops
 Larimichthys,5.0, Sciaenidae
 Larimichthys polyactis,6.0, Larimichthys
 Larimichthys crocea,6.0, Larimichthys
 Argyrosomus,5.0, Sciaenidae
 Argyrosomus hololepidotus,6.0, Argyrosomus
 Argyrosomus thorpei,6.0, Argyrosomus
 Argyrosomus inodorus,6.0, Argyrosomus
 Argyrosomus regius,6.0, Argyrosomus
 Argyrosomus japonicus,6.0, Argyrosomus
 Pachyurus,5.0, Sciaenidae
 Collichthys,5.0, Sciaenidae
 Collichthys lucidus,6.0, Collichthys
 Collichthys niveatus,6.0, Collichthys
 Plagioscion,5.0, Sciaenidae
 Plagioscion auratus,6.0, Plagioscion
 Plagioscion magdalenae,6.0, Plagioscion
 Plagioscion montei,6.0, Plagioscion
 Plagioscion ternetzi,6.0, Plagioscion
 Plagioscion squamosissimus,6.0, Plagioscion
 Seriphus,5.0, Sciaenidae
 Seriphus politus,6.0, Seriphus
 Equetus,5.0, Sciaenidae
 Equetus lanceolatus,6.0, Equetus
 Equetus punctatus,6.0, Equetus
 Otolithes,5.0, Sciaenidae
 Otolithes cuvieri,6.0, Otolithes
 Otolithes ruber,6.0, Otolithes
 Pennahia,5.0, Sciaenidae
 Pennahia argentata,6.0, Pennahia
 Pennahia anea,6.0, Pennahia
 Pennahia macrocephalus,6.0, Pennahia
 Odontoscion,5.0, Sciaenidae
 Odontoscion dentex,6.0, Odontoscion
 Sciaenops,5.0, Sciaenidae
 Sciaenops ocellatus,6.0, Sciaenops
 Micropogonias,5.0, Sciaenidae
 Micropogonias furnieri,6.0, Micropogonias
 Micropogonias undulatus,6.0, Micropogonias
 Atrobucca,5.0, Sciaenidae
 Atrobucca nibe,6.0, Atrobucca
 Macrodon,5.0, Sciaenidae
 Macrodon mordax,6.0, Macrodon
 Macrodon ancylodon,6.0, Macrodon
 Pogonias,5.0, Sciaenidae
 Pogonias cromis,6.0, Pogonias
 Nebris,5.0, Sciaenidae
 Nebris occidentalis,6.0, Nebris
 Nebris microps,6.0, Nebris
 Ctenosciaena,5.0, Sciaenidae
 Ctenosciaena gracilicirrhus,6.0, Ctenosciaena
 Pseudotolithus,5.0, Sciaenidae
 Pseudotolithus senegalensis,6.0, Pseudotolithus
 Pseudotolithus elongatus,6.0, Pseudotolithus
 Pseudotolithus typus,6.0, Pseudotolithus
 Pseudotolithus senegallus,6.0, Pseudotolithus
 Paralonchurus,5.0, Sciaenidae
 Paralonchurus brasiliensis,6.0, Paralonchurus
 Johnius,5.0, Sciaenidae
 Johnius borneensis,6.0, Johnius
 Johnius fuscolineatus,6.0, Johnius
 Johnius amblycephalus,6.0, Johnius
 Johnius dussumieri,6.0, Johnius
 Johnius elongatus,6.0, Johnius
 Johnius belangerii,6.0, Johnius
 Johnius carutta,6.0, Johnius
 Isopisthus,5.0, Sciaenidae
 Isopisthus remifer,6.0, Isopisthus
 Isopisthus parvipinnis,6.0, Isopisthus
 Cynoscion,5.0, Sciaenidae
 Cynoscion virescens,6.0, Cynoscion
 Cynoscion acoupa,6.0, Cynoscion
 Cynoscion othonopterus,6.0, Cynoscion
 Cynoscion praedatorius,6.0, Cynoscion
 Cynoscion guatucupa,6.0, Cynoscion
 Cynoscion reticulatus,6.0, Cynoscion
 Cynoscion squamipinnis,6.0, Cynoscion
 Cynoscion xanthulus,6.0, Cynoscion
 Cynoscion nothus,6.0, Cynoscion
 Cynoscion nebulosus,6.0, Cynoscion
 Cynoscion regalis,6.0, Cynoscion
 Cynoscion arenarius,6.0, Cynoscion
 Cynoscion phoxocephalus,6.0, Cynoscion
 Cynoscion jamaicensis,6.0, Cynoscion
 Cynoscion analis,6.0, Cynoscion
 Cynoscion striatus,6.0, Cynoscion
 Cynoscion albus,6.0, Cynoscion
 Cynoscion leiarchus,6.0, Cynoscion
 Cynoscion parvipinnis,6.0, Cynoscion
 Cynoscion steindachneri,6.0, Cynoscion
 Cynoscion microlepidotus,6.0, Cynoscion
 Larimus,5.0, Sciaenidae
 Larimus fasciatus,6.0, Larimus
 Larimus breviceps,6.0, Larimus
 Miichthys,5.0, Sciaenidae
 Miichthys miiuy,6.0, Miichthys
 Bahaba,5.0, Sciaenidae
 Bahaba taipingensis,6.0, Bahaba
 Totoaba,5.0, Sciaenidae
 Totoaba macdonaldi,6.0, Totoaba
 Cheilotrema,5.0, Sciaenidae
 Cheilotrema saturnum,6.0, Cheilotrema
 Protonibea,5.0, Sciaenidae
 Protonibea diacanthus,6.0, Protonibea
 Umbrina,5.0, Sciaenidae
 Umbrina cirrosa,6.0, Umbrina
 Umbrina robinsoni,6.0, Umbrina
 Umbrina canosai,6.0, Umbrina
 Umbrina canariensis,6.0, Umbrina
 Umbrina roncador,6.0, Umbrina
 Umbrina coroides,6.0, Umbrina
 Bairdiella,5.0, Sciaenidae
 Bairdiella chrysoura,6.0, Bairdiella
 Bairdiella ronchus,6.0, Bairdiella
 Bairdiella armata,6.0, Bairdiella
 Bairdiella sanctaeluciae,6.0, Bairdiella
 Panna,5.0, Sciaenidae
 Panna microdon,6.0, Panna
 Roncador,5.0, Sciaenidae
 Roncador stearnsii,6.0, Roncador
 Leiostomus,5.0, Sciaenidae
 Leiostomus xanthurus,6.0, Leiostomus
 Stellifer,5.0, Sciaenidae
 Stellifer illecebrosus,6.0, Stellifer
 Stellifer naso,6.0, Stellifer
 Stellifer brasiliensis,6.0, Stellifer
 Stellifer microps,6.0, Stellifer
 Stellifer stellifer,6.0, Stellifer
 Stellifer rastrifer,6.0, Stellifer
 Stellifer lanceolatus,6.0, Stellifer
 Aplodinotus,5.0, Sciaenidae
 Aplodinotus grunniens,6.0, Aplodinotus
 Genyonemus,5.0, Sciaenidae
 Genyonemus lineatus,6.0, Genyonemus
 Acropomatidae,4.0, Perciformes
 Doederleinia,5.0, Acropomatidae
 Doederleinia berycoides,6.0, Doederleinia
 Acropoma,5.0, Acropomatidae
 Acropoma japonicum,6.0, Acropoma
 Acropoma hanedai,6.0, Acropoma
 Malakichthys,5.0, Acropomatidae
 Malakichthys griseus,6.0, Malakichthys
 Malakichthys wakiyae,6.0, Malakichthys
 Malakichthys barbatus,6.0, Malakichthys
 Malakichthys elegans,6.0, Malakichthys
 Synagrops,5.0, Acropomatidae
 Synagrops bellus,6.0, Synagrops
 Synagrops philippinensis,6.0, Synagrops
 Synagrops japonicus,6.0, Synagrops
 Neoscombrops,5.0, Acropomatidae
 Caesionidae,4.0, Perciformes
 Gymnocaesio,5.0, Caesionidae
 Gymnocaesio gymnoptera,6.0, Gymnocaesio
 Dipterygonotus,5.0, Caesionidae
 Dipterygonotus balteatus,6.0, Dipterygonotus
 Pterocaesio,5.0, Caesionidae
 Pterocaesio digramma,6.0, Pterocaesio
 Pterocaesio tile,6.0, Pterocaesio
 Pterocaesio chrysozona,6.0, Pterocaesio
 Pterocaesio trilineata,6.0, Pterocaesio
 Pterocaesio pisang,6.0, Pterocaesio
 Pterocaesio marri,6.0, Pterocaesio
 Caesio,5.0, Caesionidae
 Caesio xanthonota,6.0, Caesio
 Caesio lunaris,6.0, Caesio
 Caesio caerulaurea,6.0, Caesio
 Caesio cuning,6.0, Caesio
 Pseudochromidae,4.0, Perciformes
 Cypho,5.0, Pseudochromidae
 Cypho purpurascens,6.0, Cypho
 Pholidochromis,5.0, Pseudochromidae
 Pholidochromis cerasina,6.0, Pholidochromis
 Labracinus,5.0, Pseudochromidae
 Labracinus lineatus,6.0, Labracinus
 Labracinus cyclophthalmus,6.0, Labracinus
 Pseudochromis,5.0, Pseudochromidae
 Pseudochromis bitaeniatus,6.0, Pseudochromis
 Pseudochromis marshallensis,6.0, Pseudochromis
 Pseudochromis natalensis,6.0, Pseudochromis
 Pseudochromis fridmani,6.0, Pseudochromis
 Pseudochromis fuscus,6.0, Pseudochromis
 Pseudochromis kristinae,6.0, Pseudochromis
 Pseudochromis madagascariensis,6.0, Pseudochromis
 Pseudochromis tauberae,6.0, Pseudochromis
 Pseudochromis olivaceus,6.0, Pseudochromis
 Pseudochromis flavivertex,6.0, Pseudochromis
 Ogilbyina,5.0, Pseudochromidae
 Ogilbyina novaehollandiae,6.0, Ogilbyina
 Pictichromis,5.0, Pseudochromidae
 Pictichromis diadema,6.0, Pictichromis
 Pictichromis paccagnellae,6.0, Pictichromis
 Pictichromis porphyrea,6.0, Pictichromis
 Pictichromis dinar,6.0, Pictichromis
 Pictichromis coralensis,6.0, Pictichromis
 Pseudoplesiops,5.0, Pseudochromidae
 Pseudoplesiops revellei,6.0, Pseudoplesiops
 Natalichthys,5.0, Pseudochromidae
 Natalichthys sam,6.0, Natalichthys
 Halidesmus,5.0, Pseudochromidae
 Halidesmus scapularis,6.0, Halidesmus
 Priacanthidae,4.0, Perciformes
 Cookeolus,5.0, Priacanthidae
 Cookeolus japonicus,6.0, Cookeolus
 Priacanthus,5.0, Priacanthidae
 Priacanthus macracanthus,6.0, Priacanthus
 Priacanthus hamrur,6.0, Priacanthus
 Priacanthus arenatus,6.0, Priacanthus
 Priacanthus tayenus,6.0, Priacanthus
 Priacanthus meeki,6.0, Priacanthus
 Pristigenys,5.0, Priacanthidae
 Pristigenys alta,6.0, Pristigenys
 Pristigenys niphonia,6.0, Pristigenys
 Pristigenys serrula,6.0, Pristigenys
 Heteropriacanthus,5.0, Priacanthidae
 Heteropriacanthus cruentatus,6.0, Heteropriacanthus
 Coryphaenidae,4.0, Perciformes
 Coryphaena,5.0, Coryphaenidae
 Coryphaena hippurus,6.0, Coryphaena
 Coryphaena equiselis,6.0, Coryphaena
 Pomatomidae,4.0, Perciformes
 Pomatomus,5.0, Pomatomidae
 Pomatomus saltatrix,6.0, Pomatomus
 Pomacanthidae,4.0, Perciformes
 Paracentropyge,5.0, Pomacanthidae
 Paracentropyge multifasciata,6.0, Paracentropyge
 Genicanthus,5.0, Pomacanthidae
 Genicanthus melanospilos,6.0, Genicanthus
 Genicanthus caudovittatus,6.0, Genicanthus
 Genicanthus watanabei,6.0, Genicanthus
 Genicanthus lamarck,6.0, Genicanthus
 Genicanthus bellus,6.0, Genicanthus
 Chaetodontoplus,5.0, Pomacanthidae
 Chaetodontoplus duboulayi,6.0, Chaetodontoplus
 Chaetodontoplus septentrionalis,6.0, Chaetodontoplus
 Chaetodontoplus melanosoma,6.0, Chaetodontoplus
 Chaetodontoplus caeruleopunctatus,6.0, Chaetodontoplus
 Chaetodontoplus meredithi,6.0, Chaetodontoplus
 Chaetodontoplus mesoleucus,6.0, Chaetodontoplus
 Pygoplites,5.0, Pomacanthidae
 Pygoplites diacanthus,6.0, Pygoplites
 Holacanthus,5.0, Pomacanthidae
 Holacanthus tricolor,6.0, Holacanthus
 Holacanthus bermudensis,6.0, Holacanthus
 Holacanthus passer,6.0, Holacanthus
 Holacanthus ciliaris,6.0, Holacanthus
 Holacanthus limbaughi,6.0, Holacanthus
 Pomacanthus,5.0, Pomacanthidae
 Pomacanthus maculosus,6.0, Pomacanthus
 Pomacanthus annularis,6.0, Pomacanthus
 Pomacanthus imperator,6.0, Pomacanthus
 Pomacanthus rhomboides,6.0, Pomacanthus
 Pomacanthus xanthometopon,6.0, Pomacanthus
 Pomacanthus sexstriatus,6.0, Pomacanthus
 Pomacanthus semicirculatus,6.0, Pomacanthus
 Pomacanthus navarchus,6.0, Pomacanthus
 Pomacanthus arcuatus,6.0, Pomacanthus
 Pomacanthus zonipectus,6.0, Pomacanthus
 Pomacanthus paru,6.0, Pomacanthus
 Pomacanthus asfur,6.0, Pomacanthus
 Centropyge,5.0, Pomacanthidae
 Centropyge vrolikii,6.0, Centropyge
 Centropyge heraldi,6.0, Centropyge
 Centropyge loricula,6.0, Centropyge
 Centropyge multicolor,6.0, Centropyge
 Centropyge multispinis,6.0, Centropyge
 Centropyge nox,6.0, Centropyge
 Centropyge bispinosa,6.0, Centropyge
 Centropyge potteri,6.0, Centropyge
 Centropyge ferrugata,6.0, Centropyge
 Centropyge tibicen,6.0, Centropyge
 Centropyge flavissima,6.0, Centropyge
 Centropyge bicolor,6.0, Centropyge
 Centropyge argi,6.0, Centropyge
 Centropyge acanthops,6.0, Centropyge
 Centropyge fisheri,6.0, Centropyge
 Centropyge resplendens,6.0, Centropyge
 Centropyge eibli,6.0, Centropyge
 Centropyge aurantia,6.0, Centropyge
 Apolemichthys,5.0, Pomacanthidae
 Apolemichthys xanthurus,6.0, Apolemichthys
 Apolemichthys kingi,6.0, Apolemichthys
 Apolemichthys trimaculatus,6.0, Apolemichthys
 Banjosidae,4.0, Perciformes
 Banjos,5.0, Banjosidae
 Banjos banjos,6.0, Banjos
 Perciliidae,4.0, Perciformes
 Percilia,5.0, Perciliidae
 Percilia irwini,6.0, Percilia
 Percilia gillissi,6.0, Percilia
 Pentacerotidae,4.0, Perciformes
 Pentaceros,5.0, Pentacerotidae
 Pentaceros japonicus,6.0, Pentaceros
 Pentaceros capensis,6.0, Pentaceros
 Pentaceros decacanthus,6.0, Pentaceros
 Pentaceropsis,5.0, Pentacerotidae
 Pentaceropsis recurvirostris,6.0, Pentaceropsis
 Pseudopentaceros,5.0, Pentacerotidae
 Pseudopentaceros wheeleri,6.0, Pseudopentaceros
 Pseudopentaceros richardsoni,6.0, Pseudopentaceros
 Histiopterus,5.0, Pentacerotidae
 Histiopterus typus,6.0, Histiopterus
 Evistias,5.0, Pentacerotidae
 Evistias acutirostris,6.0, Evistias
 Zanclistius,5.0, Pentacerotidae
 Zanclistius elevatus,6.0, Zanclistius
 Paristiopterus,5.0, Pentacerotidae
 Paristiopterus labiosus,6.0, Paristiopterus
 Paristiopterus gallipavo,6.0, Paristiopterus
 Dinopercidae,4.0, Perciformes
 Centrarchops,5.0, Dinopercidae
 Centrarchops chapini,6.0, Centrarchops
 Dinoperca,5.0, Dinopercidae
 Dinoperca petersi,6.0, Dinoperca
 Plesiopidae,4.0, Perciformes
 Plesiops,5.0, Plesiopidae
 Plesiops cephalotaenia,6.0, Plesiops
 Plesiops coeruleolineatus,6.0, Plesiops
 Assessor,5.0, Plesiopidae
 Assessor flavissimus,6.0, Assessor
 Calloplesiops,5.0, Plesiopidae
 Calloplesiops altivelis,6.0, Calloplesiops
 Trachinops,5.0, Plesiopidae
 Trachinops taeniatus,6.0, Trachinops
 Enoplosidae,4.0, Perciformes
 Enoplosus,5.0, Enoplosidae
 Enoplosus armatus,6.0, Enoplosus
 Oplegnathidae,4.0, Perciformes
 Oplegnathus,5.0, Oplegnathidae
 Oplegnathus conwayi,6.0, Oplegnathus
 Oplegnathus fasciatus,6.0, Oplegnathus
 Oplegnathus robinsoni,6.0, Oplegnathus
 Oplegnathus punctatus,6.0, Oplegnathus
 Oplegnathus insignis,6.0, Oplegnathus
 Oplegnathus woodwardi,6.0, Oplegnathus
 Opistognathidae,4.0, Perciformes
 Opistognathus,5.0, Opistognathidae
 Opistognathus jacksoniensis,6.0, Opistognathus
 Opistognathus maxillosus,6.0, Opistognathus
 Opistognathus aurifrons,6.0, Opistognathus
 Opistognathus robinsi,6.0, Opistognathus
 Opistognathus macrognathus,6.0, Opistognathus
 Opistognathus rosenblatti,6.0, Opistognathus
 Opistognathus punctatus,6.0, Opistognathus
 Parapriacanthus,5.0, Pempheridae
 Parapriacanthus elongatus,6.0, Parapriacanthus
 Parapriacanthus ransonneti,6.0, Parapriacanthus
 Pempheris,5.0, Pempheridae
 Pempheris adusta,6.0, Pempheris
 Pempheris oualensis,6.0, Pempheris
 Pempheris vanicolensis,6.0, Pempheris
 Pempheris schomburgkii,6.0, Pempheris
 Pempheris schwenkii,6.0, Pempheris
 Pempheris mangula,6.0, Pempheris
 Epigonidae,4.0, Perciformes
 Epigonus,5.0, Epigonidae
 Epigonus telescopus,6.0, Epigonus
 Epigonus denticulatus,6.0, Epigonus
 Epigonus constanciae,6.0, Epigonus
 Epigonus angustifrons,6.0, Epigonus
 Nematistiidae,4.0, Perciformes
 Nematistius,5.0, Nematistiidae
 Nematistius pectoralis,6.0, Nematistius
 Nemipteridae,4.0, Perciformes
 Parascolopsis,5.0, Nemipteridae
 Parascolopsis eriomma,6.0, Parascolopsis
 Scolopsis,5.0, Nemipteridae
 Scolopsis margaritifera,6.0, Scolopsis
 Scolopsis monogramma,6.0, Scolopsis
 Scolopsis taenioptera,6.0, Scolopsis
 Scolopsis ciliata,6.0, Scolopsis
 Scolopsis bilineata,6.0, Scolopsis
 Scolopsis vosmeri,6.0, Scolopsis
 Scolopsis ghanam,6.0, Scolopsis
 Scolopsis bimaculatus,6.0, Scolopsis
 Scolopsis affinis,6.0, Scolopsis
 Pentapodus,5.0, Nemipteridae
 Pentapodus setosus,6.0, Pentapodus
 Pentapodus caninus,6.0, Pentapodus
 Pentapodus nagasakiensis,6.0, Pentapodus
 Pentapodus aureofasciatus,6.0, Pentapodus
 Pentapodus bifasciatus,6.0, Pentapodus
 Nemipterus,5.0, Nemipteridae
 Nemipterus nematophorus,6.0, Nemipterus
 Nemipterus bathybius,6.0, Nemipterus
 Nemipterus bipunctatus,6.0, Nemipterus
 Nemipterus zysron,6.0, Nemipterus
 Nemipterus mesoprion,6.0, Nemipterus
 Nemipterus hexodon,6.0, Nemipterus
 Nemipterus japonicus,6.0, Nemipterus
 Nemipterus furcosus,6.0, Nemipterus
 Nemipterus virgatus,6.0, Nemipterus
 Nemipterus marginatus,6.0, Nemipterus
 Nemipterus peronii,6.0, Nemipterus
 Datnioididae,4.0, Perciformes
 Datnioides,5.0, Datnioididae
 Datnioides polota,6.0, Datnioides
 Mullidae,4.0, Perciformes
 Upeneus,5.0, Mullidae
 Upeneus sulphureus,6.0, Upeneus
 Upeneus moluccensis,6.0, Upeneus
 Upeneus vittatus,6.0, Upeneus
 Upeneus pori,6.0, Upeneus
 Upeneus parvus,6.0, Upeneus
 Upeneus subvittatus,6.0, Upeneus
 Upeneus japonicus,6.0, Upeneus
 Upeneus tragula,6.0, Upeneus
 Pseudupeneus,5.0, Mullidae
 Pseudupeneus prayensis,6.0, Pseudupeneus
 Pseudupeneus grandisquamis,6.0, Pseudupeneus
 Pseudupeneus maculatus,6.0, Pseudupeneus
 Mulloidichthys,5.0, Mullidae
 Mulloidichthys martinicus,6.0, Mulloidichthys
 Mulloidichthys vanicolensis,6.0, Mulloidichthys
 Mulloidichthys flavolineatus,6.0, Mulloidichthys
 Upeneichthys,5.0, Mullidae
 Upeneichthys porosus,6.0, Upeneichthys
 Upeneichthys lineatus,6.0, Upeneichthys
 Upeneichthys stotti,6.0, Upeneichthys
 Upeneichthys vlamingii,6.0, Upeneichthys
 Parupeneus,5.0, Mullidae
 Parupeneus fraserorum,6.0, Parupeneus
 Parupeneus rubescens,6.0, Parupeneus
 Parupeneus macronemus,6.0, Parupeneus
 Parupeneus multifasciatus,6.0, Parupeneus
 Parupeneus barberinoides,6.0, Parupeneus
 Parupeneus barberinus,6.0, Parupeneus
 Parupeneus trifasciatus,6.0, Parupeneus
 Parupeneus ciliatus,6.0, Parupeneus
 Parupeneus spilurus,6.0, Parupeneus
 Parupeneus indicus,6.0, Parupeneus
 Parupeneus cyclostomus,6.0, Parupeneus
 Parupeneus heptacanthus,6.0, Parupeneus
 Parupeneus chrysonemus,6.0, Parupeneus
 Parupeneus insularis,6.0, Parupeneus
 Parupeneus pleurostigma,6.0, Parupeneus
 Parupeneus forsskali,6.0, Parupeneus
 Mullus,5.0, Mullidae
 Mullus argentinae,6.0, Mullus
 Mullus surmuletus,6.0, Mullus
 Mullus barbatus,6.0, Mullus
 Nandidae,4.0, Perciformes
 Pristolepis,5.0, Nandidae
 Pristolepis fasciata,6.0, Pristolepis
 Pristolepis marginata,6.0, Pristolepis
 Monocirrhus,5.0, Polycentridae
 Monocirrhus polyacanthus,6.0, Monocirrhus
 Dario,5.0, Badidae
 Dario dario,6.0, Dario
 Dario hysginon,6.0, Dario
 Badis,5.0, Badidae
 Badis khwae,6.0, Badis
 Badis siamensis,6.0, Badis
 Badis corycaeus,6.0, Badis
 Badis ruber,6.0, Badis
 Badis kanabos,6.0, Badis
 Badis pyema,6.0, Badis
 Badis kyar,6.0, Badis
 Badis blosyrus,6.0, Badis
 Badis assamensis,6.0, Badis
 Badis badis,6.0, Badis
 Nandus,5.0, Nandidae
 Nandus nandus,6.0, Nandus
 Nandus nebulosus,6.0, Nandus
 Nandus oxyrhynchus,6.0, Nandus
 Menidae,4.0, Perciformes
 Mene,5.0, Menidae
 Mene maculata,6.0, Mene
 Ostracoberycidae,4.0, Perciformes
 Ostracoberyx,5.0, Ostracoberycidae
 Ostracoberyx dorygenys,6.0, Ostracoberyx
 Monodactylidae,4.0, Perciformes
 Monodactylus,5.0, Monodactylidae
 Monodactylus falciformis,6.0, Monodactylus
 Monodactylus argenteus,6.0, Monodactylus
 Schuettea,5.0, Monodactylidae
 Schuettea scalaripinnis,6.0, Schuettea
 Lutjanidae,4.0, Perciformes
 Paracaesio,5.0, Lutjanidae
 Paracaesio sordida,6.0, Paracaesio
 Paracaesio xanthura,6.0, Paracaesio
 Apsilus,5.0, Lutjanidae
 Apsilus dentatus,6.0, Apsilus
 Apsilus fuscus,6.0, Apsilus
 Pinjalo,5.0, Lutjanidae
 Pinjalo pinjalo,6.0, Pinjalo
 Macolor,5.0, Lutjanidae
 Macolor macularis,6.0, Macolor
 Macolor niger,6.0, Macolor
 Ocyurus,5.0, Lutjanidae
 Ocyurus chrysurus,6.0, Ocyurus
 Lutjanus,5.0, Lutjanidae
 Lutjanus peru,6.0, Lutjanus
 Lutjanus lemniscatus,6.0, Lutjanus
 Lutjanus stellatus,6.0, Lutjanus
 Lutjanus rivulatus,6.0, Lutjanus
 Lutjanus erythropterus,6.0, Lutjanus
 Lutjanus argentimaculatus,6.0, Lutjanus
 Lutjanus guttatus,6.0, Lutjanus
 Lutjanus notatus,6.0, Lutjanus
 Lutjanus purpureus,6.0, Lutjanus
 Lutjanus russellii,6.0, Lutjanus
 Lutjanus sebae,6.0, Lutjanus
 Lutjanus lunulatus,6.0, Lutjanus
 Lutjanus novemfasciatus,6.0, Lutjanus
 Lutjanus decussatus,6.0, Lutjanus
 Lutjanus dentatus,6.0, Lutjanus
 Lutjanus goldiei,6.0, Lutjanus
 Lutjanus sanguineus,6.0, Lutjanus
 Lutjanus biguttatus,6.0, Lutjanus
 Lutjanus adetii,6.0, Lutjanus
 Lutjanus bengalensis,6.0, Lutjanus
 Lutjanus argentiventris,6.0, Lutjanus
 Lutjanus gibbus,6.0, Lutjanus
 Lutjanus kasmira,6.0, Lutjanus
 Lutjanus bohar,6.0, Lutjanus
 Lutjanus carponotatus,6.0, Lutjanus
 Lutjanus monostigma,6.0, Lutjanus
 Lutjanus colorado,6.0, Lutjanus
 Lutjanus quinquelineatus,6.0, Lutjanus
 Lutjanus ehrenbergii,6.0, Lutjanus
 Lutjanus malabaricus,6.0, Lutjanus
 Lutjanus apodus,6.0, Lutjanus
 Lutjanus griseus,6.0, Lutjanus
 Lutjanus vivanus,6.0, Lutjanus
 Lutjanus ophuysenii,6.0, Lutjanus
 Lutjanus cyanopterus,6.0, Lutjanus
 Lutjanus synagris,6.0, Lutjanus
 Lutjanus mahogoni,6.0, Lutjanus
 Lutjanus vitta,6.0, Lutjanus
 Lutjanus lutjanus,6.0, Lutjanus
 Lutjanus buccanella,6.0, Lutjanus
 Lutjanus campechanus,6.0, Lutjanus
 Lutjanus johnii,6.0, Lutjanus
 Lutjanus analis,6.0, Lutjanus
 Lutjanus fulviflamma,6.0, Lutjanus
 Lutjanus fulvus,6.0, Lutjanus
 Lutjanus jocu,6.0, Lutjanus
 Rhomboplites,5.0, Lutjanidae
 Rhomboplites aurorubens,6.0, Rhomboplites
 Symphorichthys,5.0, Lutjanidae
 Symphorichthys spilurus,6.0, Symphorichthys
 Symphorus,5.0, Lutjanidae
 Symphorus nematophorus,6.0, Symphorus
 Pristipomoides,5.0, Lutjanidae
 Pristipomoides sieboldii,6.0, Pristipomoides
 Pristipomoides auricilla,6.0, Pristipomoides
 Pristipomoides typus,6.0, Pristipomoides
 Pristipomoides multidens,6.0, Pristipomoides
 Pristipomoides filamentosus,6.0, Pristipomoides
 Pristipomoides aquilonaris,6.0, Pristipomoides
 Aphareus,5.0, Lutjanidae
 Aphareus furca,6.0, Aphareus
 Aphareus rutilans,6.0, Aphareus
 Etelis,5.0, Lutjanidae
 Etelis coruscans,6.0, Etelis
 Etelis oculatus,6.0, Etelis
 Etelis carbunculus,6.0, Etelis
 Aprion,5.0, Lutjanidae
 Aprion virescens,6.0, Aprion
 Malacanthidae,4.0, Perciformes
 Caulolatilus,5.0, Malacanthidae
 Caulolatilus affinis,6.0, Caulolatilus
 Caulolatilus princeps,6.0, Caulolatilus
 Caulolatilus microps,6.0, Caulolatilus
 Lopholatilus,5.0, Malacanthidae
 Lopholatilus chamaeleonticeps,6.0, Lopholatilus
 Lopholatilus villarii,6.0, Lopholatilus
 Branchiostegus,5.0, Malacanthidae
 Branchiostegus doliatus,6.0, Branchiostegus
 Branchiostegus albus,6.0, Branchiostegus
 Branchiostegus auratus,6.0, Branchiostegus
 Branchiostegus argentatus,6.0, Branchiostegus
 Branchiostegus japonicus,6.0, Branchiostegus
 Branchiostegus wardi,6.0, Branchiostegus
 Branchiostegus semifasciatus,6.0, Branchiostegus
 Hoplolatilus,5.0, Malacanthidae
 Hoplolatilus chlupatyi,6.0, Hoplolatilus
 Hoplolatilus purpureus,6.0, Hoplolatilus
 Hoplolatilus marcosi,6.0, Hoplolatilus
 Hoplolatilus fronticinctus,6.0, Hoplolatilus
 Malacanthus,5.0, Malacanthidae
 Malacanthus latovittatus,6.0, Malacanthus
 Malacanthus brevirostris,6.0, Malacanthus
 Malacanthus plumieri,6.0, Malacanthus
 Aplodactylidae,4.0, Perciformes
 Aplodactylus,5.0, Aplodactylidae
 Aplodactylus arctidens,6.0, Aplodactylus
 Aplodactylus westralis,6.0, Aplodactylus
 Aplodactylus punctatus,6.0, Aplodactylus
 Aplodactylus etheridgii,6.0, Aplodactylus
 Crinodus lophodon,6.0, Aplodactylus
 Cheilodactylidae,4.0, Perciformes
 Dactylophora,5.0, Cheilodactylidae
 Dactylophora nigricans,6.0, Dactylophora
 Nemadactylus,5.0, Cheilodactylidae
 Nemadactylus douglasii,6.0, Nemadactylus
 Nemadactylus macropterus,6.0, Nemadactylus
 Nemadactylus bergi,6.0, Nemadactylus
 Nemadactylus valenciennesi,6.0, Nemadactylus
 Nemadactylus monodactylus,6.0, Nemadactylus
 Cheilodactylus,5.0, Cheilodactylidae
 Cheilodactylus spectabilis,6.0, Cheilodactylus
